GITTER_ID_100m;x_mp_100m;y_mp_100m;durchschnMieteQM;AnzahlWohnungen;werterlaeuternde_Zeichen
CRS3035RES100mN3259400E4564000;4564050;3259450;835;5;NA
CRS3035RES100mN3259400E4564200;4564250;3259450;1576;15;NA
CRS3035RES100mN3259400E4568100;4568150;3259450;855;4;NA
CRS3035RES100mN3259400E4568400;4568450;3259450;621;7;NA
CRS3035RES100mN3259400E4568500;4568550;3259450;1315;8;NA
CRS3035RES100mN3259500E4551100;4551150;3259550;858;20;NA
CRS3035RES100mN3259500E4551200;4551250;3259550;899;14;NA
CRS3035RES100mN3259500E4551500;4551550;3259550;720;15;NA
CRS3035RES100mN3259500E4551600;4551650;3259550;878;45;NA
CRS3035RES100mN3259500E4551800;4551850;3259550;798;8;NA
CRS3035RES100mN3259500E4552000;4552050;3259550;483;3;NA
CRS3035RES100mN3259500E4552200;4552250;3259550;330;3;KLAMMERN
CRS3035RES100mN3259500E4552600;4552650;3259550;851;3;NA
CRS3035RES100mN3259500E4552700;4552750;3259550;783;36;NA
CRS3035RES100mN3259500E4552800;4552850;3259550;665;40;NA
CRS3035RES100mN3259500E4552900;4552950;3259550;702;5;NA
CRS3035RES100mN3259500E4553000;4553050;3259550;868;29;NA
CRS3035RES100mN3259500E4553100;4553150;3259550;702;24;NA
CRS3035RES100mN3259500E4553200;4553250;3259550;590;17;NA
CRS3035RES100mN3259500E4553300;4553350;3259550;672;6;NA
CRS3035RES100mN3259500E4553400;4553450;3259550;744;3;NA
CRS3035RES100mN3259500E4553700;4553750;3259550;783;23;NA
CRS3035RES100mN3259500E4553800;4553850;3259550;723;17;NA
CRS3035RES100mN3259500E4563300;4563350;3259550;395;3;KLAMMERN
CRS3035RES100mN3259500E4563700;4563750;3259550;846;3;NA
CRS3035RES100mN3259500E4563800;4563850;3259550;713;3;NA
CRS3035RES100mN3259500E4568300;4568350;3259550;922;6;NA
CRS3035RES100mN3259500E4568700;4568750;3259550;820;3;NA
CRS3035RES100mN3259600E4534600;4534650;3259650;658;3;NA
CRS3035RES100mN3259600E4551100;4551150;3259650;1066;4;NA
CRS3035RES100mN3259600E4551200;4551250;3259650;1228;3;NA
CRS3035RES100mN3259600E4551300;4551350;3259650;1372;3;NA
CRS3035RES100mN3259600E4551400;4551450;3259650;830;7;NA
CRS3035RES100mN3259600E4551500;4551550;3259650;754;21;NA
CRS3035RES100mN3259600E4551800;4551850;3259650;960;4;NA
CRS3035RES100mN3259600E4551900;4551950;3259650;871;45;NA
CRS3035RES100mN3259600E4552000;4552050;3259650;782;34;NA
CRS3035RES100mN3259600E4552100;4552150;3259650;890;14;NA
CRS3035RES100mN3259600E4552300;4552350;3259650;684;8;NA
CRS3035RES100mN3259600E4552700;4552750;3259650;794;29;NA
CRS3035RES100mN3259600E4552800;4552850;3259650;663;52;NA
CRS3035RES100mN3259600E4552900;4552950;3259650;782;8;NA
CRS3035RES100mN3259600E4553000;4553050;3259650;797;39;NA
CRS3035RES100mN3259600E4553100;4553150;3259650;516;3;NA
CRS3035RES100mN3259600E4553200;4553250;3259650;876;7;NA
CRS3035RES100mN3259600E4553300;4553350;3259650;927;8;NA
CRS3035RES100mN3259600E4553500;4553550;3259650;795;6;NA
CRS3035RES100mN3259600E4563400;4563450;3259650;1022;5;NA
CRS3035RES100mN3259600E4568200;4568250;3259650;1019;6;NA
CRS3035RES100mN3259600E4568300;4568350;3259650;819;7;NA
CRS3035RES100mN3259600E4568600;4568650;3259650;815;3;NA
CRS3035RES100mN3259700E4534600;4534650;3259750;901;3;NA
CRS3035RES100mN3259700E4551300;4551350;3259750;794;4;NA
CRS3035RES100mN3259700E4551800;4551850;3259750;676;50;NA
CRS3035RES100mN3259700E4551900;4551950;3259750;820;20;NA
CRS3035RES100mN3259700E4552000;4552050;3259750;934;8;NA
CRS3035RES100mN3259700E4552200;4552250;3259750;848;10;NA
CRS3035RES100mN3259700E4552300;4552350;3259750;833;13;NA
CRS3035RES100mN3259700E4552600;4552650;3259750;647;16;NA
CRS3035RES100mN3259700E4552700;4552750;3259750;708;24;NA
CRS3035RES100mN3259700E4552800;4552850;3259750;651;35;NA
CRS3035RES100mN3259700E4553000;4553050;3259750;817;59;NA
CRS3035RES100mN3259700E4553100;4553150;3259750;693;13;NA
CRS3035RES100mN3259700E4553200;4553250;3259750;806;3;NA
CRS3035RES100mN3259700E4553300;4553350;3259750;798;9;NA
CRS3035RES100mN3259700E4553400;4553450;3259750;739;8;NA
CRS3035RES100mN3259700E4553500;4553550;3259750;614;3;NA
CRS3035RES100mN3259700E4553700;4553750;3259750;900;3;NA
CRS3035RES100mN3259700E4564200;4564250;3259750;613;7;NA
CRS3035RES100mN3259700E4565000;4565050;3259750;625;4;NA
CRS3035RES100mN3259800E4534500;4534550;3259850;828;4;NA
CRS3035RES100mN3259800E4551700;4551750;3259850;693;7;NA
CRS3035RES100mN3259800E4551800;4551850;3259850;913;30;NA
CRS3035RES100mN3259800E4551900;4551950;3259850;757;74;NA
CRS3035RES100mN3259800E4552000;4552050;3259850;731;17;NA
CRS3035RES100mN3259800E4552100;4552150;3259850;989;12;NA
CRS3035RES100mN3259800E4552300;4552350;3259850;874;19;NA
CRS3035RES100mN3259800E4552400;4552450;3259850;634;3;KLAMMERN
CRS3035RES100mN3259800E4552500;4552550;3259850;873;5;NA
CRS3035RES100mN3259800E4552600;4552650;3259850;717;67;NA
CRS3035RES100mN3259800E4552700;4552750;3259850;692;63;NA
CRS3035RES100mN3259800E4552800;4552850;3259850;645;55;NA
CRS3035RES100mN3259800E4552900;4552950;3259850;717;24;NA
CRS3035RES100mN3259800E4553000;4553050;3259850;860;11;NA
CRS3035RES100mN3259800E4553200;4553250;3259850;746;8;NA
CRS3035RES100mN3259800E4553300;4553350;3259850;748;14;NA
CRS3035RES100mN3259800E4553400;4553450;3259850;808;9;NA
CRS3035RES100mN3259800E4553500;4553550;3259850;923;14;NA
CRS3035RES100mN3259800E4553600;4553650;3259850;823;5;NA
CRS3035RES100mN3259800E4564100;4564150;3259850;813;4;NA
CRS3035RES100mN3259800E4564400;4564450;3259850;940;4;NA
CRS3035RES100mN3259800E4564600;4564650;3259850;619;3;NA
CRS3035RES100mN3259800E4564800;4564850;3259850;1207;7;NA
CRS3035RES100mN3259800E4564900;4564950;3259850;567;3;NA
CRS3035RES100mN3259800E4565200;4565250;3259850;679;5;NA
CRS3035RES100mN3259800E4568300;4568350;3259850;806;15;NA
CRS3035RES100mN3259800E4568400;4568450;3259850;914;16;NA
CRS3035RES100mN3259800E4568600;4568650;3259850;582;7;NA
CRS3035RES100mN3259900E4551800;4551850;3259950;711;6;NA
CRS3035RES100mN3259900E4551900;4551950;3259950;760;31;NA
CRS3035RES100mN3259900E4552000;4552050;3259950;814;6;NA
CRS3035RES100mN3259900E4552200;4552250;3259950;609;3;KLAMMERN
CRS3035RES100mN3259900E4552300;4552350;3259950;699;7;NA
CRS3035RES100mN3259900E4552500;4552550;3259950;667;23;NA
CRS3035RES100mN3259900E4552600;4552650;3259950;700;72;NA
CRS3035RES100mN3259900E4552700;4552750;3259950;700;22;NA
CRS3035RES100mN3259900E4552800;4552850;3259950;754;18;NA
CRS3035RES100mN3259900E4552900;4552950;3259950;745;26;NA
CRS3035RES100mN3259900E4553000;4553050;3259950;774;11;NA
CRS3035RES100mN3259900E4553100;4553150;3259950;885;3;NA
CRS3035RES100mN3259900E4553200;4553250;3259950;685;5;NA
CRS3035RES100mN3259900E4553300;4553350;3259950;935;9;NA
CRS3035RES100mN3259900E4561700;4561750;3259950;994;26;NA
CRS3035RES100mN3259900E4563400;4563450;3259950;1265;3;NA
CRS3035RES100mN3259900E4563500;4563550;3259950;1287;3;NA
CRS3035RES100mN3259900E4563600;4563650;3259950;670;3;NA
CRS3035RES100mN3259900E4563700;4563750;3259950;745;3;NA
CRS3035RES100mN3259900E4564000;4564050;3259950;800;4;NA
CRS3035RES100mN3259900E4564100;4564150;3259950;618;6;NA
CRS3035RES100mN3259900E4564200;4564250;3259950;899;10;NA
CRS3035RES100mN3259900E4564400;4564450;3259950;966;4;NA
CRS3035RES100mN3259900E4564800;4564850;3259950;863;7;NA
CRS3035RES100mN3259900E4565100;4565150;3259950;996;3;NA
CRS3035RES100mN3259900E4565200;4565250;3259950;716;4;NA
CRS3035RES100mN3259900E4568100;4568150;3259950;900;7;NA
CRS3035RES100mN3259900E4568400;4568450;3259950;759;4;NA
CRS3035RES100mN3259900E4568600;4568650;3259950;990;3;NA
CRS3035RES100mN3260000E4551700;4551750;3260050;864;13;NA
CRS3035RES100mN3260000E4551800;4551850;3260050;640;19;NA
CRS3035RES100mN3260000E4551900;4551950;3260050;620;18;NA
CRS3035RES100mN3260000E4552000;4552050;3260050;720;3;NA
CRS3035RES100mN3260000E4552100;4552150;3260050;546;3;NA
CRS3035RES100mN3260000E4552500;4552550;3260050;650;29;NA
CRS3035RES100mN3260000E4552600;4552650;3260050;708;54;NA
CRS3035RES100mN3260000E4552700;4552750;3260050;828;37;NA
CRS3035RES100mN3260000E4552800;4552850;3260050;459;3;KLAMMERN
CRS3035RES100mN3260000E4552900;4552950;3260050;1003;30;NA
CRS3035RES100mN3260000E4553000;4553050;3260050;956;53;NA
CRS3035RES100mN3260000E4553200;4553250;3260050;738;7;NA
CRS3035RES100mN3260000E4553400;4553450;3260050;659;3;NA
CRS3035RES100mN3260000E4553600;4553650;3260050;1052;3;NA
CRS3035RES100mN3260000E4558300;4558350;3260050;1550;3;NA
CRS3035RES100mN3260000E4561700;4561750;3260050;534;149;NA
CRS3035RES100mN3260000E4561800;4561850;3260050;596;55;NA
CRS3035RES100mN3260000E4563600;4563650;3260050;925;29;NA
CRS3035RES100mN3260000E4563700;4563750;3260050;654;10;NA
CRS3035RES100mN3260000E4564200;4564250;3260050;1297;11;NA
CRS3035RES100mN3260000E4564600;4564650;3260050;805;9;NA
CRS3035RES100mN3260000E4564800;4564850;3260050;575;5;NA
CRS3035RES100mN3260000E4567900;4567950;3260050;714;6;NA
CRS3035RES100mN3260000E4568100;4568150;3260050;960;3;NA
CRS3035RES100mN3260000E4568400;4568450;3260050;809;9;NA
CRS3035RES100mN3260100E4534300;4534350;3260150;1055;3;NA
CRS3035RES100mN3260100E4534400;4534450;3260150;781;3;NA
CRS3035RES100mN3260100E4542100;4542150;3260150;334;5;NA
CRS3035RES100mN3260100E4551600;4551650;3260150;693;15;NA
CRS3035RES100mN3260100E4551800;4551850;3260150;499;22;NA
CRS3035RES100mN3260100E4551900;4551950;3260150;853;6;NA
CRS3035RES100mN3260100E4552200;4552250;3260150;897;10;NA
CRS3035RES100mN3260100E4552300;4552350;3260150;866;13;NA
CRS3035RES100mN3260100E4552600;4552650;3260150;685;10;NA
CRS3035RES100mN3260100E4552800;4552850;3260150;764;18;NA
CRS3035RES100mN3260100E4552900;4552950;3260150;900;58;NA
CRS3035RES100mN3260100E4553000;4553050;3260150;845;61;NA
CRS3035RES100mN3260100E4553100;4553150;3260150;852;34;NA
CRS3035RES100mN3260100E4553500;4553550;3260150;711;42;NA
CRS3035RES100mN3260100E4553600;4553650;3260150;697;23;NA
CRS3035RES100mN3260100E4557700;4557750;3260150;706;7;NA
CRS3035RES100mN3260100E4557800;4557850;3260150;772;3;NA
CRS3035RES100mN3260100E4557900;4557950;3260150;1545;3;NA
CRS3035RES100mN3260100E4558000;4558050;3260150;915;4;NA
CRS3035RES100mN3260100E4558500;4558550;3260150;1200;3;NA
CRS3035RES100mN3260100E4561700;4561750;3260150;569;85;NA
CRS3035RES100mN3260100E4561800;4561850;3260150;586;200;NA
CRS3035RES100mN3260100E4563500;4563550;3260150;873;40;NA
CRS3035RES100mN3260100E4563600;4563650;3260150;829;52;NA
CRS3035RES100mN3260100E4563700;4563750;3260150;805;7;NA
CRS3035RES100mN3260100E4563900;4563950;3260150;466;3;NA
CRS3035RES100mN3260100E4564100;4564150;3260150;633;4;NA
CRS3035RES100mN3260100E4564700;4564750;3260150;858;3;NA
CRS3035RES100mN3260100E4565400;4565450;3260150;1126;5;NA
CRS3035RES100mN3260100E4567900;4567950;3260150;961;10;NA
CRS3035RES100mN3260100E4568000;4568050;3260150;721;12;NA
CRS3035RES100mN3260100E4568100;4568150;3260150;540;5;NA
CRS3035RES100mN3260100E4568400;4568450;3260150;868;7;NA
CRS3035RES100mN3260200E4534200;4534250;3260250;495;3;KLAMMERN
CRS3035RES100mN3260200E4534300;4534350;3260250;1521;4;NA
CRS3035RES100mN3260200E4534400;4534450;3260250;1018;4;NA
CRS3035RES100mN3260200E4534500;4534550;3260250;743;3;NA
CRS3035RES100mN3260200E4534800;4534850;3260250;1272;3;NA
CRS3035RES100mN3260200E4543000;4543050;3260250;905;3;NA
CRS3035RES100mN3260200E4543200;4543250;3260250;473;5;NA
CRS3035RES100mN3260200E4551500;4551550;3260250;839;3;NA
CRS3035RES100mN3260200E4551800;4551850;3260250;731;7;NA
CRS3035RES100mN3260200E4551900;4551950;3260250;770;9;NA
CRS3035RES100mN3260200E4552000;4552050;3260250;571;4;NA
CRS3035RES100mN3260200E4552200;4552250;3260250;488;3;NA
CRS3035RES100mN3260200E4552300;4552350;3260250;660;6;NA
CRS3035RES100mN3260200E4552500;4552550;3260250;651;4;NA
CRS3035RES100mN3260200E4552600;4552650;3260250;791;38;NA
CRS3035RES100mN3260200E4552700;4552750;3260250;1214;3;NA
CRS3035RES100mN3260200E4552800;4552850;3260250;801;36;NA
CRS3035RES100mN3260200E4552900;4552950;3260250;668;5;NA
CRS3035RES100mN3260200E4553000;4553050;3260250;669;32;NA
CRS3035RES100mN3260200E4553100;4553150;3260250;689;60;NA
CRS3035RES100mN3260200E4553200;4553250;3260250;685;80;NA
CRS3035RES100mN3260200E4553300;4553350;3260250;729;67;NA
CRS3035RES100mN3260200E4553400;4553450;3260250;630;67;NA
CRS3035RES100mN3260200E4553500;4553550;3260250;635;61;NA
CRS3035RES100mN3260200E4558300;4558350;3260250;618;4;NA
CRS3035RES100mN3260200E4558500;4558550;3260250;1280;7;NA
CRS3035RES100mN3260200E4562300;4562350;3260250;568;4;NA
CRS3035RES100mN3260200E4562400;4562450;3260250;788;4;NA
CRS3035RES100mN3260200E4563300;4563350;3260250;602;4;NA
CRS3035RES100mN3260200E4563500;4563550;3260250;824;30;NA
CRS3035RES100mN3260200E4563600;4563650;3260250;811;39;NA
CRS3035RES100mN3260200E4563700;4563750;3260250;879;8;NA
CRS3035RES100mN3260200E4564000;4564050;3260250;739;8;NA
CRS3035RES100mN3260200E4564200;4564250;3260250;1019;8;NA
CRS3035RES100mN3260200E4564700;4564750;3260250;815;14;NA
CRS3035RES100mN3260200E4565000;4565050;3260250;945;3;NA
CRS3035RES100mN3260200E4565200;4565250;3260250;1086;18;NA
CRS3035RES100mN3260200E4568000;4568050;3260250;572;13;NA
CRS3035RES100mN3260200E4568200;4568250;3260250;940;9;NA
CRS3035RES100mN3260200E4568300;4568350;3260250;939;5;NA
CRS3035RES100mN3260300E4533900;4533950;3260350;814;23;NA
CRS3035RES100mN3260300E4534200;4534250;3260350;736;14;NA
CRS3035RES100mN3260300E4534300;4534350;3260350;955;18;NA
CRS3035RES100mN3260300E4534400;4534450;3260350;869;19;NA
CRS3035RES100mN3260300E4534500;4534550;3260350;985;4;NA
CRS3035RES100mN3260300E4534800;4534850;3260350;538;3;NA
CRS3035RES100mN3260300E4551500;4551550;3260350;876;3;NA
CRS3035RES100mN3260300E4551600;4551650;3260350;1047;5;NA
CRS3035RES100mN3260300E4551700;4551750;3260350;1049;5;NA
CRS3035RES100mN3260300E4551800;4551850;3260350;690;4;NA
CRS3035RES100mN3260300E4552000;4552050;3260350;803;4;NA
CRS3035RES100mN3260300E4552100;4552150;3260350;905;6;NA
CRS3035RES100mN3260300E4552200;4552250;3260350;640;6;NA
CRS3035RES100mN3260300E4552300;4552350;3260350;801;7;NA
CRS3035RES100mN3260300E4552400;4552450;3260350;777;3;NA
CRS3035RES100mN3260300E4552500;4552550;3260350;746;7;NA
CRS3035RES100mN3260300E4552600;4552650;3260350;736;47;NA
CRS3035RES100mN3260300E4552700;4552750;3260350;661;34;NA
CRS3035RES100mN3260300E4552800;4552850;3260350;817;9;NA
CRS3035RES100mN3260300E4552900;4552950;3260350;759;49;NA
CRS3035RES100mN3260300E4553000;4553050;3260350;652;12;NA
CRS3035RES100mN3260300E4553100;4553150;3260350;669;59;NA
CRS3035RES100mN3260300E4553200;4553250;3260350;739;35;NA
CRS3035RES100mN3260300E4553300;4553350;3260350;756;37;NA
CRS3035RES100mN3260300E4553400;4553450;3260350;760;54;NA
CRS3035RES100mN3260300E4553500;4553550;3260350;758;54;NA
CRS3035RES100mN3260300E4557900;4557950;3260350;1391;4;NA
CRS3035RES100mN3260300E4558300;4558350;3260350;692;28;NA
CRS3035RES100mN3260300E4558400;4558450;3260350;1022;10;NA
CRS3035RES100mN3260300E4559300;4559350;3260350;676;49;NA
CRS3035RES100mN3260300E4559400;4559450;3260350;790;15;NA
CRS3035RES100mN3260300E4562300;4562350;3260350;907;3;NA
CRS3035RES100mN3260300E4562700;4562750;3260350;733;14;NA
CRS3035RES100mN3260300E4562800;4562850;3260350;991;16;NA
CRS3035RES100mN3260300E4562900;4562950;3260350;569;3;NA
CRS3035RES100mN3260300E4563100;4563150;3260350;643;9;NA
CRS3035RES100mN3260300E4563200;4563250;3260350;711;43;NA
CRS3035RES100mN3260300E4563300;4563350;3260350;594;37;NA
CRS3035RES100mN3260300E4563400;4563450;3260350;661;46;NA
CRS3035RES100mN3260300E4563500;4563550;3260350;611;31;NA
CRS3035RES100mN3260300E4563600;4563650;3260350;524;12;NA
CRS3035RES100mN3260300E4563800;4563850;3260350;759;3;NA
CRS3035RES100mN3260300E4563900;4563950;3260350;549;5;NA
CRS3035RES100mN3260300E4564000;4564050;3260350;474;4;NA
CRS3035RES100mN3260300E4564300;4564350;3260350;628;3;KLAMMERN
CRS3035RES100mN3260300E4564500;4564550;3260350;796;7;NA
CRS3035RES100mN3260300E4564600;4564650;3260350;907;3;NA
CRS3035RES100mN3260300E4567900;4567950;3260350;907;12;NA
CRS3035RES100mN3260300E4568000;4568050;3260350;680;11;NA
CRS3035RES100mN3260400E4531600;4531650;3260450;553;3;NA
CRS3035RES100mN3260400E4533900;4533950;3260450;605;18;NA
CRS3035RES100mN3260400E4534000;4534050;3260450;603;36;NA
CRS3035RES100mN3260400E4534200;4534250;3260450;847;6;NA
CRS3035RES100mN3260400E4534400;4534450;3260450;851;10;NA
CRS3035RES100mN3260400E4534500;4534550;3260450;905;23;NA
CRS3035RES100mN3260400E4534600;4534650;3260450;1094;29;NA
CRS3035RES100mN3260400E4534700;4534750;3260450;1067;14;NA
CRS3035RES100mN3260400E4534900;4534950;3260450;777;5;NA
CRS3035RES100mN3260400E4542200;4542250;3260450;708;37;NA
CRS3035RES100mN3260400E4542300;4542350;3260450;825;97;NA
CRS3035RES100mN3260400E4545800;4545850;3260450;897;5;NA
CRS3035RES100mN3260400E4548700;4548750;3260450;730;12;NA
CRS3035RES100mN3260400E4548800;4548850;3260450;816;4;NA
CRS3035RES100mN3260400E4551500;4551550;3260450;813;3;NA
CRS3035RES100mN3260400E4551800;4551850;3260450;1028;3;NA
CRS3035RES100mN3260400E4551900;4551950;3260450;566;3;NA
CRS3035RES100mN3260400E4552000;4552050;3260450;959;6;NA
CRS3035RES100mN3260400E4552200;4552250;3260450;748;4;NA
CRS3035RES100mN3260400E4552300;4552350;3260450;683;9;NA
CRS3035RES100mN3260400E4552500;4552550;3260450;663;25;NA
CRS3035RES100mN3260400E4552600;4552650;3260450;715;21;NA
CRS3035RES100mN3260400E4552700;4552750;3260450;847;15;NA
CRS3035RES100mN3260400E4552800;4552850;3260450;1421;3;NA
CRS3035RES100mN3260400E4552900;4552950;3260450;721;6;NA
CRS3035RES100mN3260400E4553000;4553050;3260450;720;5;NA
CRS3035RES100mN3260400E4553100;4553150;3260450;593;32;NA
CRS3035RES100mN3260400E4553200;4553250;3260450;707;33;NA
CRS3035RES100mN3260400E4553300;4553350;3260450;830;4;NA
CRS3035RES100mN3260400E4553400;4553450;3260450;688;11;NA
CRS3035RES100mN3260400E4557800;4557850;3260450;915;3;NA
CRS3035RES100mN3260400E4558300;4558350;3260450;1076;5;NA
CRS3035RES100mN3260400E4558400;4558450;3260450;1125;7;NA
CRS3035RES100mN3260400E4559300;4559350;3260450;693;69;NA
CRS3035RES100mN3260400E4559400;4559450;3260450;721;91;NA
CRS3035RES100mN3260400E4559500;4559550;3260450;969;46;NA
CRS3035RES100mN3260400E4559600;4559650;3260450;947;96;NA
CRS3035RES100mN3260400E4559700;4559750;3260450;890;100;NA
CRS3035RES100mN3260400E4559800;4559850;3260450;728;49;NA
CRS3035RES100mN3260400E4560700;4560750;3260450;608;171;NA
CRS3035RES100mN3260400E4560800;4560850;3260450;679;6;NA
CRS3035RES100mN3260400E4560900;4560950;3260450;711;16;NA
CRS3035RES100mN3260400E4561000;4561050;3260450;890;5;NA
CRS3035RES100mN3260400E4561100;4561150;3260450;763;3;NA
CRS3035RES100mN3260400E4561900;4561950;3260450;734;3;NA
CRS3035RES100mN3260400E4562000;4562050;3260450;1174;3;NA
CRS3035RES100mN3260400E4562100;4562150;3260450;1230;4;NA
CRS3035RES100mN3260400E4562400;4562450;3260450;425;3;KLAMMERN
CRS3035RES100mN3260400E4562700;4562750;3260450;811;10;NA
CRS3035RES100mN3260400E4562900;4562950;3260450;865;3;NA
CRS3035RES100mN3260400E4563000;4563050;3260450;966;8;NA
CRS3035RES100mN3260400E4563100;4563150;3260450;761;32;NA
CRS3035RES100mN3260400E4563200;4563250;3260450;621;50;NA
CRS3035RES100mN3260400E4563300;4563350;3260450;632;15;NA
CRS3035RES100mN3260400E4563400;4563450;3260450;660;20;NA
CRS3035RES100mN3260400E4563500;4563550;3260450;668;24;NA
CRS3035RES100mN3260400E4563600;4563650;3260450;588;41;NA
CRS3035RES100mN3260400E4563700;4563750;3260450;593;13;NA
CRS3035RES100mN3260400E4563900;4563950;3260450;671;21;NA
CRS3035RES100mN3260400E4564000;4564050;3260450;843;40;NA
CRS3035RES100mN3260400E4564100;4564150;3260450;714;26;NA
CRS3035RES100mN3260400E4564200;4564250;3260450;795;9;NA
CRS3035RES100mN3260400E4564400;4564450;3260450;950;4;NA
CRS3035RES100mN3260400E4564600;4564650;3260450;499;5;NA
CRS3035RES100mN3260500E4534200;4534250;3260550;856;3;NA
CRS3035RES100mN3260500E4534500;4534550;3260550;845;12;NA
CRS3035RES100mN3260500E4534600;4534650;3260550;1044;12;NA
CRS3035RES100mN3260500E4534700;4534750;3260550;794;21;NA
CRS3035RES100mN3260500E4534800;4534850;3260550;932;13;NA
CRS3035RES100mN3260500E4534900;4534950;3260550;886;8;NA
CRS3035RES100mN3260500E4535000;4535050;3260550;1154;7;NA
CRS3035RES100mN3260500E4535300;4535350;3260550;580;4;NA
CRS3035RES100mN3260500E4535500;4535550;3260550;663;7;NA
CRS3035RES100mN3260500E4542200;4542250;3260550;665;22;NA
CRS3035RES100mN3260500E4542300;4542350;3260550;783;76;NA
CRS3035RES100mN3260500E4542400;4542450;3260550;827;91;NA
CRS3035RES100mN3260500E4542500;4542550;3260550;829;42;NA
CRS3035RES100mN3260500E4542600;4542650;3260550;750;30;NA
CRS3035RES100mN3260500E4542700;4542750;3260550;821;20;NA
CRS3035RES100mN3260500E4542800;4542850;3260550;824;27;NA
CRS3035RES100mN3260500E4545700;4545750;3260550;602;34;NA
CRS3035RES100mN3260500E4545800;4545850;3260550;590;82;NA
CRS3035RES100mN3260500E4545900;4545950;3260550;1117;12;NA
CRS3035RES100mN3260500E4547500;4547550;3260550;911;22;NA
CRS3035RES100mN3260500E4548700;4548750;3260550;581;127;NA
CRS3035RES100mN3260500E4548800;4548850;3260550;583;109;NA
CRS3035RES100mN3260500E4548900;4548950;3260550;899;45;NA
CRS3035RES100mN3260500E4550900;4550950;3260550;751;13;NA
CRS3035RES100mN3260500E4551500;4551550;3260550;725;3;NA
CRS3035RES100mN3260500E4551600;4551650;3260550;664;5;NA
CRS3035RES100mN3260500E4551700;4551750;3260550;934;6;NA
CRS3035RES100mN3260500E4551800;4551850;3260550;695;3;NA
CRS3035RES100mN3260500E4551900;4551950;3260550;923;11;NA
CRS3035RES100mN3260500E4552000;4552050;3260550;851;13;NA
CRS3035RES100mN3260500E4552100;4552150;3260550;753;5;NA
CRS3035RES100mN3260500E4552200;4552250;3260550;1100;3;NA
CRS3035RES100mN3260500E4552400;4552450;3260550;1035;3;NA
CRS3035RES100mN3260500E4552500;4552550;3260550;678;44;NA
CRS3035RES100mN3260500E4552600;4552650;3260550;658;98;NA
CRS3035RES100mN3260500E4552700;4552750;3260550;763;23;NA
CRS3035RES100mN3260500E4552800;4552850;3260550;842;12;NA
CRS3035RES100mN3260500E4552900;4552950;3260550;554;3;KLAMMERN
CRS3035RES100mN3260500E4553000;4553050;3260550;749;32;NA
CRS3035RES100mN3260500E4553100;4553150;3260550;764;25;NA
CRS3035RES100mN3260500E4553200;4553250;3260550;934;7;NA
CRS3035RES100mN3260500E4553300;4553350;3260550;758;8;NA
