GITTER_ID_100m;x_mp_100m;y_mp_100m;Insgesamt_Familie;Ehep_ohneKind;Ehep_mind_1Kind_unter18;Ehep_Kinder_ab18;EingetrLP_ohneKind;EingetrLP_mind_1Kind_unter18;EingetrLP_Kinder_ab18;NichtehelLG_ohneKind;NichtehelLG_mind_1Kind_unter18;NichtehelLG_Kinder_ab18;Vater_mind_1Kind_unter18;Vater_Kinder_ab18;Mutter_mind_1Kind_unter18;Mutter_Kinder_ab18
CRS3035RES100mN3275600E4538300;4538350;3275650;35;5;11;3;–;–;–;4;8;–;–;–;7;3
CRS3035RES100mN3275600E4538400;4538450;3275650;54;7;19;–;–;–;–;10;6;–;–;–;7;8
CRS3035RES100mN3275600E4538500;4538550;3275650;34;13;6;3;–;–;–;3;–;3;3;–;–;3
CRS3035RES100mN3275600E4538600;4538650;3275650;27;6;11;–;–;–;–;3;–;–;3;–;4;3
CRS3035RES100mN3275600E4538700;4538750;3275650;27;17;3;–;–;–;–;–;–;–;–;3;–;–
CRS3035RES100mN3275600E4539600;4539650;3275650;3;–;–;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3275600E4539700;4539750;3275650;73;4;30;3;–;3;–;3;6;–;3;–;15;7
CRS3035RES100mN3275600E4539800;4539850;3275650;79;4;24;10;–;–;–;–;7;–;3;3;21;10
CRS3035RES100mN3275600E4539900;4539950;3275650;21;–;9;–;–;–;–;–;3;–;3;–;3;3
CRS3035RES100mN3275600E4540100;4540150;3275650;20;9;3;–;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3275600E4540200;4540250;3275650;27;13;3;–;–;–;–;3;–;–;–;3;9;–
CRS3035RES100mN3275600E4540300;4540350;3275650;33;18;4;3;–;–;–;–;4;–;–;–;5;3
CRS3035RES100mN3275600E4540400;4540450;3275650;11;4;–;–;–;–;–;–;3;–;–;–;4;–
CRS3035RES100mN3275600E4540500;4540550;3275650;18;5;–;3;–;–;–;3;–;–;–;–;8;–
CRS3035RES100mN3275600E4540600;4540650;3275650;41;20;3;3;–;–;–;7;–;–;–;–;8;4
CRS3035RES100mN3275600E4540700;4540750;3275650;31;11;5;–;–;–;–;3;–;–;–;3;10;3
CRS3035RES100mN3275600E4540800;4540850;3275650;32;15;7;4;–;–;–;4;–;–;–;–;–;–
CRS3035RES100mN3275600E4540900;4540950;3275650;26;6;7;3;–;–;–;–;3;–;–;–;–;3
CRS3035RES100mN3275600E4541000;4541050;3275650;72;24;20;3;–;–;–;3;4;3;3;3;8;5
CRS3035RES100mN3275600E4541100;4541150;3275650;46;19;10;–;–;–;–;3;–;–;3;–;7;5
CRS3035RES100mN3275600E4541200;4541250;3275650;63;9;26;11;–;–;–;3;3;–;3;–;5;–
CRS3035RES100mN3275600E4541300;4541350;3275650;36;13;8;3;–;–;–;–;4;–;3;–;5;4
CRS3035RES100mN3275600E4541400;4541450;3275650;6;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275600E4542100;4542150;3275650;20;3;9;5;–;–;–;–;3;–;–;–;3;–
CRS3035RES100mN3275600E4542200;4542250;3275650;25;9;9;3;–;–;–;–;–;–;–;–;3;3
CRS3035RES100mN3275600E4542300;4542350;3275650;43;26;7;–;–;–;–;3;3;–;–;–;5;–
CRS3035RES100mN3275600E4542400;4542450;3275650;12;–;3;–;–;–;–;3;–;–;–;–;5;–
CRS3035RES100mN3275600E4542500;4542550;3275650;6;3;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275600E4542600;4542650;3275650;14;6;4;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275600E4544700;4544750;3275650;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275600E4544800;4544850;3275650;4;3;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275600E4548000;4548050;3275650;11;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275600E4548100;4548150;3275650;15;3;3;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275600E4548400;4548450;3275650;14;–;3;–;–;–;–;4;–;–;–;–;3;3
CRS3035RES100mN3275600E4548500;4548550;3275650;38;4;13;3;–;–;–;3;5;–;–;–;6;4
CRS3035RES100mN3275600E4548600;4548650;3275650;44;7;6;–;–;–;–;8;–;–;3;–;8;3
CRS3035RES100mN3275600E4548700;4548750;3275650;69;8;18;5;–;–;–;16;11;–;3;3;4;3
CRS3035RES100mN3275600E4548800;4548850;3275650;51;5;13;3;–;–;–;3;6;–;–;–;10;7
CRS3035RES100mN3275600E4548900;4548950;3275650;81;10;35;8;–;–;–;7;3;–;3;4;8;–
CRS3035RES100mN3275600E4549000;4549050;3275650;72;9;16;3;–;–;–;9;9;–;3;–;18;3
CRS3035RES100mN3275600E4549100;4549150;3275650;23;–;5;4;–;–;–;3;4;–;3;–;5;3
CRS3035RES100mN3275600E4549200;4549250;3275650;40;6;20;4;–;–;–;6;–;–;–;–;5;–
CRS3035RES100mN3275600E4549500;4549550;3275650;49;8;13;6;–;–;–;3;6;–;3;–;4;4
CRS3035RES100mN3275600E4549600;4549650;3275650;61;9;15;11;–;–;–;3;11;3;–;–;7;3
CRS3035RES100mN3275600E4549700;4549750;3275650;65;11;20;3;–;–;–;14;5;–;–;–;8;6
CRS3035RES100mN3275600E4549800;4549850;3275650;81;14;32;9;–;–;–;5;3;–;–;–;9;–
CRS3035RES100mN3275600E4549900;4549950;3275650;14;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275600E4550000;4550050;3275650;25;–;7;–;3;–;–;4;–;–;–;–;3;–
CRS3035RES100mN3275600E4550900;4550950;3275650;15;–;3;4;–;–;–;–;–;–;–;–;3;3
CRS3035RES100mN3275600E4551000;4551050;3275650;27;3;7;4;–;–;–;3;3;–;–;–;3;4
CRS3035RES100mN3275600E4551100;4551150;3275650;58;5;36;7;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3275600E4551200;4551250;3275650;6;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275600E4551300;4551350;3275650;80;19;27;7;–;–;–;4;5;–;3;–;12;4
CRS3035RES100mN3275600E4551400;4551450;3275650;11;3;8;3;–;–;–;–;–;–;–;3;–;–
CRS3035RES100mN3275600E4551500;4551550;3275650;29;11;5;4;–;–;–;4;3;–;–;–;–;3
CRS3035RES100mN3275600E4551600;4551650;3275650;17;7;7;3;–;–;–;–;–;–;3;–;–;–
CRS3035RES100mN3275600E4552100;4552150;3275650;20;3;10;–;–;–;–;–;3;–;–;–;4;3
CRS3035RES100mN3275600E4552200;4552250;3275650;57;10;16;3;–;–;–;5;5;–;–;–;15;–
CRS3035RES100mN3275600E4552300;4552350;3275650;20;4;–;–;–;–;–;–;7;–;–;–;7;–
CRS3035RES100mN3275600E4552400;4552450;3275650;30;7;9;–;–;–;–;8;5;–;–;–;–;–
CRS3035RES100mN3275600E4552500;4552550;3275650;38;7;7;3;–;–;–;12;8;–;4;–;5;3
CRS3035RES100mN3275600E4552600;4552650;3275650;49;3;15;–;–;–;–;12;6;–;4;–;5;–
CRS3035RES100mN3275600E4552700;4552750;3275650;98;16;28;3;–;–;–;12;9;–;5;–;19;3
CRS3035RES100mN3275600E4552800;4552850;3275650;54;12;16;3;–;–;–;7;8;–;3;–;10;–
CRS3035RES100mN3275600E4552900;4552950;3275650;77;10;30;3;–;–;–;6;9;–;7;–;13;3
CRS3035RES100mN3275600E4553000;4553050;3275650;64;14;18;–;–;–;–;7;6;–;4;–;11;3
CRS3035RES100mN3275600E4553100;4553150;3275650;43;9;18;3;–;–;–;3;5;–;3;–;5;–
CRS3035RES100mN3275600E4553200;4553250;3275650;42;3;15;–;–;–;–;6;4;–;4;–;12;–
CRS3035RES100mN3275600E4553700;4553750;3275650;53;15;11;–;–;–;–;4;5;–;–;–;6;7
CRS3035RES100mN3275600E4553800;4553850;3275650;66;18;6;5;–;–;–;11;4;–;–;3;13;9
CRS3035RES100mN3275600E4553900;4553950;3275650;24;14;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275600E4554200;4554250;3275650;29;3;6;3;–;–;–;–;6;–;–;–;5;4
CRS3035RES100mN3275600E4554300;4554350;3275650;28;9;3;–;–;–;–;–;6;–;–;–;–;7
CRS3035RES100mN3275600E4554400;4554450;3275650;18;5;–;–;–;–;–;–;4;–;–;–;3;4
CRS3035RES100mN3275600E4554500;4554550;3275650;23;10;–;–;–;–;–;5;3;–;–;–;3;7
CRS3035RES100mN3275600E4554800;4554850;3275650;3;3;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275600E4555000;4555050;3275650;57;19;7;–;–;–;–;4;4;–;6;–;16;3
CRS3035RES100mN3275600E4555200;4555250;3275650;13;5;3;–;–;–;–;3;3;–;–;–;–;–
CRS3035RES100mN3275600E4555300;4555350;3275650;3;3;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275600E4555400;4555450;3275650;4;3;–;–;–;–;–;–;–;–;–;–;–;3
CRS3035RES100mN3275600E4557100;4557150;3275650;22;3;3;–;–;–;–;10;3;–;3;–;3;–
CRS3035RES100mN3275600E4557200;4557250;3275650;29;7;12;–;–;–;–;5;9;–;–;–;5;–
CRS3035RES100mN3275600E4557300;4557350;3275650;62;12;22;–;–;–;–;12;8;–;3;–;3;3
CRS3035RES100mN3275600E4557400;4557450;3275650;14;6;5;–;–;–;–;–;3;–;–;–;3;–
CRS3035RES100mN3275600E4557500;4557550;3275650;19;5;3;–;–;–;–;4;3;–;–;–;3;–
CRS3035RES100mN3275600E4557600;4557650;3275650;30;5;3;3;–;–;–;6;3;–;–;–;10;–
CRS3035RES100mN3275600E4557700;4557750;3275650;29;6;–;–;–;–;–;–;4;–;3;–;9;3
CRS3035RES100mN3275600E4557800;4557850;3275650;29;4;3;–;–;–;–;5;–;3;–;–;14;4
CRS3035RES100mN3275600E4557900;4557950;3275650;89;12;33;–;3;–;–;15;19;–;4;–;12;–
CRS3035RES100mN3275600E4558000;4558050;3275650;24;–;8;3;–;–;–;–;5;–;–;–;3;–
CRS3035RES100mN3275600E4558100;4558150;3275650;23;6;4;–;–;–;–;–;–;–;–;–;11;–
CRS3035RES100mN3275600E4558200;4558250;3275650;22;3;–;3;–;–;–;–;–;–;–;–;9;–
CRS3035RES100mN3275600E4558300;4558350;3275650;3;3;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275600E4558400;4558450;3275650;30;9;10;3;–;–;–;5;3;–;–;–;–;3
CRS3035RES100mN3275600E4558500;4558550;3275650;38;13;5;3;–;–;–;3;3;–;–;–;6;7
CRS3035RES100mN3275600E4558600;4558650;3275650;45;18;4;4;–;–;–;–;–;–;3;–;9;4
CRS3035RES100mN3275600E4558700;4558750;3275650;39;11;11;–;–;–;–;–;8;3;–;–;4;–
CRS3035RES100mN3275600E4558800;4558850;3275650;93;27;25;7;–;–;–;3;18;–;3;3;6;4
CRS3035RES100mN3275600E4558900;4558950;3275650;75;28;16;3;–;–;–;11;12;–;3;–;3;3
CRS3035RES100mN3275600E4559000;4559050;3275650;46;19;5;–;3;–;–;–;5;–;5;–;6;3
CRS3035RES100mN3275600E4559200;4559250;3275650;7;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275600E4559300;4559350;3275650;9;3;3;–;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3275600E4559400;4559450;3275650;6;3;3;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275600E4559500;4559550;3275650;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275600E4559700;4559750;3275650;22;12;7;3;–;–;–;–;–;3;–;–;–;3
CRS3035RES100mN3275600E4559800;4559850;3275650;9;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275600E4559900;4559950;3275650;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275600E4561100;4561150;3275650;42;21;6;–;–;–;–;–;–;–;–;–;6;3
CRS3035RES100mN3275600E4561300;4561350;3275650;6;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275600E4561400;4561450;3275650;14;7;–;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3275600E4561500;4561550;3275650;13;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275600E4561600;4561650;3275650;9;5;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275600E4561700;4561750;3275650;13;8;3;3;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3275600E4561800;4561850;3275650;20;13;–;3;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3275600E4561900;4561950;3275650;15;8;–;3;–;–;–;–;3;–;–;–;3;–
CRS3035RES100mN3275600E4562000;4562050;3275650;93;42;11;6;–;–;–;5;11;–;3;–;10;4
CRS3035RES100mN3275600E4562100;4562150;3275650;75;41;15;4;–;–;–;3;3;–;3;–;5;3
CRS3035RES100mN3275600E4562200;4562250;3275650;28;17;–;3;–;–;–;–;3;–;–;–;3;–
CRS3035RES100mN3275600E4562300;4562350;3275650;23;12;–;–;–;–;–;4;–;–;–;–;4;–
CRS3035RES100mN3275600E4562400;4562450;3275650;26;8;–;3;–;–;–;3;4;–;–;–;7;–
CRS3035RES100mN3275600E4562500;4562550;3275650;91;22;14;3;–;–;–;9;8;–;–;4;18;8
CRS3035RES100mN3275600E4562600;4562650;3275650;102;20;25;3;–;–;–;18;11;–;–;3;21;–
CRS3035RES100mN3275600E4562700;4562750;3275650;68;28;11;8;–;–;–;4;8;–;–;–;11;3
CRS3035RES100mN3275600E4562800;4562850;3275650;84;44;9;3;–;–;–;7;7;–;–;–;6;3
CRS3035RES100mN3275600E4562900;4562950;3275650;9;5;–;–;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3275600E4564300;4564350;3275650;72;23;8;–;–;–;–;11;8;–;–;–;20;–
CRS3035RES100mN3275600E4564400;4564450;3275650;54;17;8;3;–;–;–;5;4;–;–;3;17;3
CRS3035RES100mN3275600E4564500;4564550;3275650;77;15;21;3;–;–;–;4;10;–;3;–;19;3
CRS3035RES100mN3275600E4564600;4564650;3275650;60;23;11;–;–;–;–;3;8;–;–;3;9;6
CRS3035RES100mN3275600E4564700;4564750;3275650;42;13;6;–;–;–;–;–;5;–;–;–;9;5
CRS3035RES100mN3275600E4564800;4564850;3275650;22;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275600E4564900;4564950;3275650;41;9;8;–;–;–;–;–;12;3;3;–;10;–
CRS3035RES100mN3275600E4565000;4565050;3275650;58;30;3;4;–;–;–;3;8;–;–;–;9;3
CRS3035RES100mN3275600E4565100;4565150;3275650;61;20;14;–;–;–;–;4;3;–;–;3;9;5
CRS3035RES100mN3275600E4565200;4565250;3275650;21;7;5;–;–;–;–;3;–;–;–;–;3;3
CRS3035RES100mN3275600E4565700;4565750;3275650;34;12;8;–;–;–;–;4;5;–;–;–;8;–
CRS3035RES100mN3275600E4565800;4565850;3275650;43;11;9;–;–;–;–;3;5;–;–;–;6;5
CRS3035RES100mN3275600E4565900;4565950;3275650;49;21;8;–;–;–;–;7;3;–;–;–;5;–
CRS3035RES100mN3275600E4566000;4566050;3275650;29;11;–;–;–;–;–;4;5;–;–;–;6;–
CRS3035RES100mN3275600E4566100;4566150;3275650;35;22;–;3;–;–;–;3;3;–;–;–;3;–
CRS3035RES100mN3275600E4566300;4566350;3275650;11;8;–;–;–;–;–;–;–;–;–;–;–;3
CRS3035RES100mN3275600E4566400;4566450;3275650;35;13;6;–;–;–;–;3;3;–;–;–;7;–
CRS3035RES100mN3275600E4566500;4566550;3275650;46;20;13;–;–;–;–;3;7;–;–;–;7;5
CRS3035RES100mN3275600E4566600;4566650;3275650;43;24;4;3;–;–;–;–;7;–;–;–;4;–
CRS3035RES100mN3275600E4566700;4566750;3275650;68;28;7;3;–;–;–;7;4;–;–;4;12;–
CRS3035RES100mN3275600E4566800;4566850;3275650;45;13;5;5;–;–;–;9;7;–;–;–;3;3
CRS3035RES100mN3275700E4533200;4533250;3275750;30;13;6;–;–;–;–;4;–;–;–;–;3;–
CRS3035RES100mN3275700E4533300;4533350;3275750;11;3;6;–;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3275700E4533400;4533450;3275750;28;5;10;–;–;–;–;3;–;–;3;–;3;–
CRS3035RES100mN3275700E4533500;4533550;3275750;12;–;5;–;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3275700E4533600;4533650;3275750;14;6;–;4;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275700E4533700;4533750;3275750;18;7;5;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3275700E4533800;4533850;3275750;13;6;–;3;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3275700E4533900;4533950;3275750;9;3;–;3;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3275700E4534000;4534050;3275750;19;8;5;3;–;–;–;–;3;–;–;–;3;–
CRS3035RES100mN3275700E4534100;4534150;3275750;5;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275700E4534400;4534450;3275750;15;4;4;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275700E4534500;4534550;3275750;5;3;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275700E4534600;4534650;3275750;11;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275700E4534700;4534750;3275750;58;12;9;7;–;–;–;3;3;–;3;3;10;3
CRS3035RES100mN3275700E4534800;4534850;3275750;39;10;16;8;–;–;–;–;–;–;–;3;6;6
CRS3035RES100mN3275700E4534900;4534950;3275750;7;–;–;–;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3275700E4535000;4535050;3275750;46;11;18;4;–;–;–;3;7;–;3;3;8;–
CRS3035RES100mN3275700E4535100;4535150;3275750;37;14;7;4;–;–;–;–;–;–;3;–;5;3
CRS3035RES100mN3275700E4535200;4535250;3275750;9;12;3;–;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3275700E4535300;4535350;3275750;13;6;5;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275700E4535400;4535450;3275750;40;14;13;3;–;–;–;3;–;–;–;3;7;3
CRS3035RES100mN3275700E4535900;4535950;3275750;7;7;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275700E4536000;4536050;3275750;12;–;10;3;–;–;–;–;3;–;–;–;–;3
CRS3035RES100mN3275700E4536100;4536150;3275750;6;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275700E4536200;4536250;3275750;14;5;4;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3275700E4536300;4536350;3275750;8;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275700E4536500;4536550;3275750;10;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275700E4536600;4536650;3275750;16;–;3;–;–;–;–;3;3;–;–;–;7;3
CRS3035RES100mN3275700E4536700;4536750;3275750;19;6;5;–;–;–;–;–;3;–;–;–;3;4
CRS3035RES100mN3275700E4536800;4536850;3275750;53;5;15;4;–;–;–;4;–;–;–;–;9;3
CRS3035RES100mN3275700E4536900;4536950;3275750;38;8;7;3;–;–;–;–;–;–;3;3;13;–
CRS3035RES100mN3275700E4537000;4537050;3275750;36;10;9;3;–;–;–;3;3;–;3;–;6;6
CRS3035RES100mN3275700E4537100;4537150;3275750;31;11;6;3;–;–;–;3;4;–;–;–;8;–
CRS3035RES100mN3275700E4537200;4537250;3275750;43;14;10;–;–;–;–;5;3;–;3;–;7;3
CRS3035RES100mN3275700E4537300;4537350;3275750;19;12;3;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275700E4537600;4537650;3275750;6;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275700E4537700;4537750;3275750;27;7;7;3;–;–;–;4;3;–;–;–;–;5
CRS3035RES100mN3275700E4537800;4537850;3275750;39;10;4;–;–;–;–;–;3;–;3;–;9;9
CRS3035RES100mN3275700E4537900;4537950;3275750;18;4;3;–;–;–;–;5;–;–;–;–;5;–
CRS3035RES100mN3275700E4538000;4538050;3275750;49;9;14;–;–;–;–;–;7;–;3;–;13;3
CRS3035RES100mN3275700E4538100;4538150;3275750;39;13;8;–;–;–;–;4;–;–;–;–;6;3
CRS3035RES100mN3275700E4538200;4538250;3275750;50;12;7;4;–;–;–;–;4;–;8;–;9;3
CRS3035RES100mN3275700E4538300;4538350;3275750;57;18;14;3;–;–;–;8;3;–;3;3;7;3
CRS3035RES100mN3275700E4538400;4538450;3275750;38;3;11;3;–;–;–;3;4;–;4;3;5;–
CRS3035RES100mN3275700E4538500;4538550;3275750;70;14;9;4;–;–;–;4;5;–;9;5;14;7
CRS3035RES100mN3275700E4538600;4538650;3275750;62;10;21;4;–;–;–;3;7;–;4;–;10;5
CRS3035RES100mN3275700E4538700;4538750;3275750;59;11;18;16;–;–;–;3;3;–;3;–;7;–
CRS3035RES100mN3275700E4538800;4538850;3275750;11;7;–;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275700E4539100;4539150;3275750;3;–;–;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3275700E4539700;4539750;3275750;25;–;12;6;–;–;–;3;3;–;–;–;5;–
CRS3035RES100mN3275700E4540200;4540250;3275750;26;16;3;–;–;–;–;–;3;–;–;–;–;–
CRS3035RES100mN3275700E4540300;4540350;3275750;31;11;–;4;–;–;–;–;3;–;4;–;9;3
CRS3035RES100mN3275700E4540400;4540450;3275750;30;13;7;–;–;–;–;–;5;–;–;3;3;–
CRS3035RES100mN3275700E4540500;4540550;3275750;3;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275700E4540600;4540650;3275750;9;3;–;4;–;–;–;–;–;–;–;–;4;–
CRS3035RES100mN3275700E4540700;4540750;3275750;9;6;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275700E4540800;4540850;3275750;11;4;3;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3275700E4540900;4540950;3275750;4;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275700E4541200;4541250;3275750;8;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275700E4542000;4542050;3275750;13;5;3;–;–;–;–;4;3;–;–;–;–;–
CRS3035RES100mN3275700E4542100;4542150;3275750;36;11;12;3;–;–;–;–;3;–;–;–;3;–
CRS3035RES100mN3275700E4542200;4542250;3275750;45;12;18;–;–;–;–;5;–;–;–;3;5;–
CRS3035RES100mN3275700E4542300;4542350;3275750;21;10;5;5;–;–;–;3;3;–;–;–;–;–
CRS3035RES100mN3275700E4542400;4542450;3275750;14;5;4;3;–;–;–;–;–;–;3;–;–;–
CRS3035RES100mN3275700E4542500;4542550;3275750;8;3;3;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275700E4542600;4542650;3275750;7;–;4;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275700E4548000;4548050;3275750;39;17;11;6;–;–;–;3;–;–;–;–;3;5
CRS3035RES100mN3275700E4548100;4548150;3275750;16;4;3;–;–;–;–;4;3;–;3;–;–;–
CRS3035RES100mN3275700E4548200;4548250;3275750;6;3;–;–;–;–;–;3;–;–;–;–;–;–
CRS3035RES100mN3275700E4548600;4548650;3275750;18;9;4;–;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3275700E4548700;4548750;3275750;19;3;4;–;–;–;–;–;3;–;–;–;7;–
CRS3035RES100mN3275700E4548800;4548850;3275750;19;7;3;3;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3275700E4548900;4548950;3275750;54;9;19;5;–;–;–;–;6;–;3;3;10;3
CRS3035RES100mN3275700E4549000;4549050;3275750;41;4;13;4;–;–;–;10;5;–;–;–;3;3
CRS3035RES100mN3275700E4549100;4549150;3275750;32;–;9;–;–;–;–;5;3;–;3;–;5;4
CRS3035RES100mN3275700E4549300;4549350;3275750;14;–;5;–;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3275700E4549400;4549450;3275750;6;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275700E4549500;4549550;3275750;13;4;8;–;–;–;–;–;–;–;–;3;4;–
CRS3035RES100mN3275700E4549600;4549650;3275750;26;3;–;–;4;–;–;7;3;–;4;–;–;–
CRS3035RES100mN3275700E4549700;4549750;3275750;11;4;3;–;–;–;–;–;3;–;–;–;4;–
CRS3035RES100mN3275700E4549800;4549850;3275750;71;10;16;10;–;–;–;11;5;–;4;–;12;–
CRS3035RES100mN3275700E4549900;4549950;3275750;87;17;26;9;–;–;–;9;5;–;–;3;13;8
CRS3035RES100mN3275700E4550000;4550050;3275750;23;3;8;–;–;–;–;–;3;3;–;–;5;–
CRS3035RES100mN3275700E4550900;4550950;3275750;6;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275700E4551000;4551050;3275750;62;12;17;10;–;–;–;3;–;–;3;–;15;3
CRS3035RES100mN3275700E4551100;4551150;3275750;97;19;42;5;–;–;–;–;5;–;–;3;9;8
CRS3035RES100mN3275700E4551200;4551250;3275750;25;9;5;–;–;–;–;3;–;–;3;–;7;3
CRS3035RES100mN3275700E4551400;4551450;3275750;43;13;14;4;–;–;–;4;–;–;–;–;7;–
CRS3035RES100mN3275700E4551500;4551550;3275750;63;10;29;3;–;–;–;3;8;3;3;–;5;3
CRS3035RES100mN3275700E4551600;4551650;3275750;12;6;4;3;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275700E4552100;4552150;3275750;5;3;3;–;–;–;–;–;–;–;–;–;3;–
CRS3035RES100mN3275700E4552200;4552250;3275750;7;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275700E4552300;4552350;3275750;28;4;5;–;–;–;–;8;–;–;3;–;6;–
CRS3035RES100mN3275700E4552400;4552450;3275750;52;9;16;3;–;–;–;10;8;–;–;–;6;–
CRS3035RES100mN3275700E4552500;4552550;3275750;32;7;18;–;–;–;–;4;5;–;–;–;–;–
CRS3035RES100mN3275700E4552600;4552650;3275750;87;17;25;4;3;–;–;10;9;–;6;–;18;3
CRS3035RES100mN3275700E4552700;4552750;3275750;48;3;8;–;–;–;–;6;7;–;4;–;17;–
CRS3035RES100mN3275700E4552800;4552850;3275750;50;7;4;–;–;–;–;11;13;–;–;3;7;3
CRS3035RES100mN3275700E4552900;4552950;3275750;66;8;15;3;–;–;–;7;7;–;6;–;19;3
CRS3035RES100mN3275700E4553000;4553050;3275750;62;15;19;3;–;–;–;5;8;–;5;3;8;–
CRS3035RES100mN3275700E4553100;4553150;3275750;55;7;13;–;–;–;–;8;13;–;3;–;14;–
CRS3035RES100mN3275700E4553200;4553250;3275750;79;15;16;3;–;–;–;14;6;–;3;–;16;6
CRS3035RES100mN3275700E4553300;4553350;3275750;8;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275700E4554000;4554050;3275750;16;7;–;–;–;–;–;11;–;–;–;–;–;–
CRS3035RES100mN3275700E4554100;4554150;3275750;23;3;–;3;–;–;–;10;–;–;–;–;–;3
CRS3035RES100mN3275700E4554200;4554250;3275750;4;–;–;–;–;–;–;–;–;–;–;–;–;–
CRS3035RES100mN3275700E4554300;4554350;3275750;13;3;3;–;–;–;–;–;5;–;–;–;3;3
CRS3035RES100mN3275700E4554400;4554450;3275750;9;3;3;–;–;–;–;3;–;–;–;–;3;3
