GITTER_ID_100m;x_mp_100m;y_mp_100m;Insgesamt_Bevoelkerung;Deutschland;Ausland_Sonstige;EU27_Land;Sonstiges_Europa;Sonstige_Welt;Sonstige
CRS3035RES100mN3269200E4565100;4565150;3269250;11;11;–;–;–;–;–
CRS3035RES100mN3269200E4565200;4565250;3269250;26;20;–;–;–;–;–
CRS3035RES100mN3269200E4565300;4565350;3269250;65;50;14;14;–;–;–
CRS3035RES100mN3269200E4565400;4565450;3269250;32;28;–;–;–;–;–
CRS3035RES100mN3269200E4565500;4565550;3269250;11;11;–;–;–;–;–
CRS3035RES100mN3269200E4565600;4565650;3269250;28;28;–;–;–;–;–
CRS3035RES100mN3269200E4565700;4565750;3269250;31;31;–;–;–;–;–
CRS3035RES100mN3269200E4565800;4565850;3269250;22;22;–;–;–;–;–
CRS3035RES100mN3269200E4565900;4565950;3269250;24;23;3;–;–;–;–
CRS3035RES100mN3269200E4566000;4566050;3269250;25;22;–;–;3;–;–
CRS3035RES100mN3269200E4566100;4566150;3269250;23;23;–;–;–;–;–
CRS3035RES100mN3269200E4566200;4566250;3269250;24;21;–;–;–;–;–
CRS3035RES100mN3269200E4566300;4566350;3269250;19;19;–;–;–;–;–
CRS3035RES100mN3269300E4536600;4536650;3269350;3;3;–;–;–;–;–
CRS3035RES100mN3269300E4536700;4536750;3269350;33;28;3;–;3;–;–
CRS3035RES100mN3269300E4536800;4536850;3269350;36;30;7;–;5;–;–
CRS3035RES100mN3269300E4536900;4536950;3269350;33;23;13;–;–;12;–
CRS3035RES100mN3269300E4537000;4537050;3269350;41;34;8;4;–;–;–
CRS3035RES100mN3269300E4542600;4542650;3269350;7;4;3;–;–;–;–
CRS3035RES100mN3269300E4542700;4542750;3269350;20;18;4;–;4;–;–
CRS3035RES100mN3269300E4542800;4542850;3269350;55;44;13;3;6;7;–
CRS3035RES100mN3269300E4542900;4542950;3269350;47;33;11;8;–;3;–
CRS3035RES100mN3269300E4543000;4543050;3269350;39;28;13;3;5;–;–
CRS3035RES100mN3269300E4543100;4543150;3269350;3;–;–;–;–;–;–
CRS3035RES100mN3269300E4543300;4543350;3269350;30;–;29;9;11;12;–
CRS3035RES100mN3269300E4543500;4543550;3269350;4;3;3;–;–;–;3
CRS3035RES100mN3269300E4543600;4543650;3269350;17;13;6;–;–;4;–
CRS3035RES100mN3269300E4543700;4543750;3269350;16;13;–;–;3;–;–
CRS3035RES100mN3269300E4543800;4543850;3269350;51;39;14;8;–;7;–
CRS3035RES100mN3269300E4543900;4543950;3269350;10;10;–;–;–;–;–
CRS3035RES100mN3269300E4544000;4544050;3269350;40;23;14;9;4;6;–
CRS3035RES100mN3269300E4544100;4544150;3269350;66;48;20;9;7;4;–
CRS3035RES100mN3269300E4544200;4544250;3269350;32;27;3;3;3;3;–
CRS3035RES100mN3269300E4544300;4544350;3269350;18;20;3;–;–;3;–
CRS3035RES100mN3269300E4544400;4544450;3269350;19;13;3;–;–;–;–
CRS3035RES100mN3269300E4544500;4544550;3269350;74;65;12;7;–;4;–
CRS3035RES100mN3269300E4544600;4544650;3269350;109;88;18;4;10;6;–
CRS3035RES100mN3269300E4544700;4544750;3269350;174;128;48;9;19;17;–
CRS3035RES100mN3269300E4544800;4544850;3269350;171;100;67;31;18;17;–
CRS3035RES100mN3269300E4544900;4544950;3269350;142;95;47;16;13;12;–
CRS3035RES100mN3269300E4545000;4545050;3269350;113;58;53;19;13;23;–
CRS3035RES100mN3269300E4545100;4545150;3269350;34;20;10;4;4;3;–
CRS3035RES100mN3269300E4545200;4545250;3269350;249;184;65;26;23;13;–
CRS3035RES100mN3269300E4545300;4545350;3269350;261;201;61;20;17;21;–
CRS3035RES100mN3269300E4545400;4545450;3269350;63;50;15;–;3;12;–
CRS3035RES100mN3269300E4545600;4545650;3269350;21;14;8;3;–;10;–
CRS3035RES100mN3269300E4545700;4545750;3269350;10;10;3;3;–;–;–
CRS3035RES100mN3269300E4545800;4545850;3269350;19;8;12;3;3;8;–
CRS3035RES100mN3269300E4545900;4545950;3269350;30;23;6;3;–;6;–
CRS3035RES100mN3269300E4546000;4546050;3269350;73;55;15;5;3;4;–
CRS3035RES100mN3269300E4546100;4546150;3269350;63;57;7;3;–;3;–
CRS3035RES100mN3269300E4546300;4546350;3269350;188;118;73;20;36;18;–
CRS3035RES100mN3269300E4546400;4546450;3269350;34;26;5;–;3;3;–
CRS3035RES100mN3269300E4546500;4546550;3269350;50;36;13;5;3;5;–
CRS3035RES100mN3269300E4546600;4546650;3269350;150;99;50;18;8;22;–
CRS3035RES100mN3269300E4546700;4546750;3269350;200;116;87;21;18;47;–
CRS3035RES100mN3269300E4546800;4546850;3269350;154;82;70;15;22;30;–
CRS3035RES100mN3269300E4546900;4546950;3269350;262;204;55;17;21;17;–
CRS3035RES100mN3269300E4547000;4547050;3269350;130;85;48;15;10;28;–
CRS3035RES100mN3269300E4547100;4547150;3269350;11;–;11;–;4;10;–
CRS3035RES100mN3269300E4547200;4547250;3269350;227;144;85;21;30;34;–
CRS3035RES100mN3269300E4547300;4547350;3269350;175;132;46;19;24;9;–
CRS3035RES100mN3269300E4547400;4547450;3269350;410;312;96;26;28;41;–
CRS3035RES100mN3269300E4547500;4547550;3269350;139;103;39;9;11;20;–
CRS3035RES100mN3269300E4547600;4547650;3269350;311;257;59;16;24;14;–
CRS3035RES100mN3269300E4547700;4547750;3269350;142;120;24;9;–;12;–
CRS3035RES100mN3269300E4547800;4547850;3269350;204;144;58;23;15;21;–
CRS3035RES100mN3269300E4547900;4547950;3269350;252;195;58;24;20;14;–
CRS3035RES100mN3269300E4548000;4548050;3269350;289;249;39;15;9;15;3
CRS3035RES100mN3269300E4548100;4548150;3269350;252;188;69;16;20;29;–
CRS3035RES100mN3269300E4548200;4548250;3269350;216;165;53;16;7;29;–
CRS3035RES100mN3269300E4548300;4548350;3269350;30;22;12;4;–;4;–
CRS3035RES100mN3269300E4548400;4548450;3269350;167;144;26;9;11;7;–
CRS3035RES100mN3269300E4548500;4548550;3269350;256;211;48;13;6;24;–
CRS3035RES100mN3269300E4548600;4548650;3269350;255;205;52;20;14;18;–
CRS3035RES100mN3269300E4548800;4548850;3269350;115;78;39;6;15;15;–
CRS3035RES100mN3269300E4548900;4548950;3269350;92;63;29;4;19;7;3
CRS3035RES100mN3269300E4549000;4549050;3269350;295;201;97;15;63;18;–
CRS3035RES100mN3269300E4549100;4549150;3269350;240;159;79;19;25;34;3
CRS3035RES100mN3269300E4549200;4549250;3269350;150;108;43;15;15;9;–
CRS3035RES100mN3269300E4549300;4549350;3269350;382;277;107;39;23;46;–
CRS3035RES100mN3269300E4549400;4549450;3269350;382;294;86;32;22;35;–
CRS3035RES100mN3269300E4549500;4549550;3269350;292;218;72;21;19;33;–
CRS3035RES100mN3269300E4549600;4549650;3269350;197;149;47;10;16;18;–
CRS3035RES100mN3269300E4549900;4549950;3269350;15;8;4;–;3;3;–
CRS3035RES100mN3269300E4550000;4550050;3269350;180;92;85;19;25;38;–
CRS3035RES100mN3269300E4550100;4550150;3269350;328;234;91;34;22;34;3
CRS3035RES100mN3269300E4550200;4550250;3269350;277;183;92;37;34;27;–
CRS3035RES100mN3269300E4550400;4550450;3269350;103;92;14;–;8;4;–
CRS3035RES100mN3269300E4550500;4550550;3269350;303;253;46;13;14;23;–
CRS3035RES100mN3269300E4550600;4550650;3269350;320;267;56;23;15;20;–
CRS3035RES100mN3269300E4550700;4550750;3269350;157;117;39;9;11;14;–
CRS3035RES100mN3269300E4550800;4550850;3269350;243;144;98;22;41;32;5
CRS3035RES100mN3269300E4551400;4551450;3269350;137;108;29;13;9;7;–
CRS3035RES100mN3269300E4553400;4553450;3269350;145;101;46;11;13;19;–
CRS3035RES100mN3269300E4553500;4553550;3269350;160;75;86;20;33;29;6
CRS3035RES100mN3269300E4553700;4553750;3269350;297;189;105;44;25;30;–
CRS3035RES100mN3269300E4553800;4553850;3269350;259;166;95;28;30;37;–
CRS3035RES100mN3269300E4553900;4553950;3269350;402;231;170;43;82;48;–
CRS3035RES100mN3269300E4554000;4554050;3269350;292;197;96;29;21;45;–
CRS3035RES100mN3269300E4554100;4554150;3269350;326;174;150;62;43;48;–
CRS3035RES100mN3269300E4554200;4554250;3269350;373;247;125;50;32;41;–
CRS3035RES100mN3269300E4554300;4554350;3269350;388;220;169;42;78;49;–
CRS3035RES100mN3269300E4554500;4554550;3269350;394;241;155;47;54;51;–
CRS3035RES100mN3269300E4554600;4554650;3269350;531;326;207;72;51;87;–
CRS3035RES100mN3269300E4554700;4554750;3269350;228;155;74;25;15;31;–
CRS3035RES100mN3269300E4554800;4554850;3269350;232;155;74;33;24;21;–
CRS3035RES100mN3269300E4554900;4554950;3269350;62;40;20;9;3;8;–
CRS3035RES100mN3269300E4555000;4555050;3269350;71;43;29;14;8;7;–
CRS3035RES100mN3269300E4555100;4555150;3269350;5;6;–;–;–;–;–
CRS3035RES100mN3269300E4555400;4555450;3269350;41;23;20;4;4;11;–
CRS3035RES100mN3269300E4555500;4555550;3269350;177;104;75;48;7;20;–
CRS3035RES100mN3269300E4555600;4555650;3269350;12;4;5;3;3;5;–
CRS3035RES100mN3269300E4556000;4556050;3269350;9;9;–;–;–;–;–
CRS3035RES100mN3269300E4556400;4556450;3269350;100;81;20;11;3;5;–
CRS3035RES100mN3269300E4556500;4556550;3269350;182;162;17;5;5;10;–
CRS3035RES100mN3269300E4556600;4556650;3269350;255;216;38;19;7;12;–
CRS3035RES100mN3269300E4556700;4556750;3269350;21;14;6;–;–;4;–
CRS3035RES100mN3269300E4556800;4556850;3269350;18;17;3;–;–;3;–
CRS3035RES100mN3269300E4557300;4557350;3269350;63;36;26;7;7;11;–
CRS3035RES100mN3269300E4559500;4559550;3269350;38;29;11;4;3;3;–
CRS3035RES100mN3269300E4559600;4559650;3269350;37;35;3;3;–;–;–
CRS3035RES100mN3269300E4559700;4559750;3269350;50;47;4;3;–;–;–
CRS3035RES100mN3269300E4559800;4559850;3269350;44;40;8;3;3;3;–
CRS3035RES100mN3269300E4559900;4559950;3269350;58;49;7;–;3;5;–
CRS3035RES100mN3269300E4560000;4560050;3269350;45;39;3;3;–;3;–
CRS3035RES100mN3269300E4560100;4560150;3269350;107;102;5;–;3;–;–
CRS3035RES100mN3269300E4560200;4560250;3269350;64;57;4;–;4;–;–
CRS3035RES100mN3269300E4560500;4560550;3269350;114;100;17;–;7;7;–
CRS3035RES100mN3269300E4560600;4560650;3269350;116;116;3;–;3;–;–
CRS3035RES100mN3269300E4560700;4560750;3269350;178;163;18;–;3;11;–
CRS3035RES100mN3269300E4560800;4560850;3269350;153;138;13;3;5;4;–
CRS3035RES100mN3269300E4560900;4560950;3269350;133;122;13;4;7;–;–
CRS3035RES100mN3269300E4561500;4561550;3269350;28;25;5;5;3;–;–
CRS3035RES100mN3269300E4561800;4561850;3269350;4;4;–;–;–;–;–
CRS3035RES100mN3269300E4562300;4562350;3269350;7;8;–;–;–;–;–
CRS3035RES100mN3269300E4562400;4562450;3269350;8;10;–;–;–;–;–
CRS3035RES100mN3269300E4562500;4562550;3269350;11;11;–;–;–;–;–
CRS3035RES100mN3269300E4562600;4562650;3269350;24;19;3;3;–;–;–
CRS3035RES100mN3269300E4562700;4562750;3269350;52;48;3;–;–;3;–
CRS3035RES100mN3269300E4562800;4562850;3269350;21;16;3;–;–;–;–
CRS3035RES100mN3269300E4563000;4563050;3269350;33;30;6;3;–;3;–
CRS3035RES100mN3269300E4563100;4563150;3269350;30;30;–;–;–;–;–
CRS3035RES100mN3269300E4563200;4563250;3269350;26;26;–;–;–;–;–
CRS3035RES100mN3269300E4563800;4563850;3269350;16;14;–;–;–;–;–
CRS3035RES100mN3269300E4564800;4564850;3269350;26;24;4;–;–;3;–
CRS3035RES100mN3269300E4564900;4564950;3269350;33;34;–;–;–;–;–
CRS3035RES100mN3269300E4565000;4565050;3269350;22;16;3;3;–;3;–
CRS3035RES100mN3269300E4565100;4565150;3269350;20;16;6;3;3;–;–
CRS3035RES100mN3269300E4565200;4565250;3269350;27;28;3;–;–;–;–
CRS3035RES100mN3269300E4565300;4565350;3269350;20;22;3;–;3;–;–
CRS3035RES100mN3269300E4565400;4565450;3269350;25;17;5;–;3;4;–
CRS3035RES100mN3269300E4565500;4565550;3269350;68;64;5;3;–;–;–
CRS3035RES100mN3269300E4565600;4565650;3269350;43;37;7;3;–;–;–
CRS3035RES100mN3269300E4565700;4565750;3269350;32;30;5;–;–;–;–
CRS3035RES100mN3269300E4565800;4565850;3269350;28;21;4;–;4;4;–
CRS3035RES100mN3269300E4565900;4565950;3269350;22;22;–;–;–;–;–
CRS3035RES100mN3269300E4566000;4566050;3269350;31;31;–;–;–;–;–
CRS3035RES100mN3269300E4566100;4566150;3269350;38;38;–;–;–;–;–
CRS3035RES100mN3269300E4566200;4566250;3269350;12;12;–;–;–;–;–
CRS3035RES100mN3269300E4566300;4566350;3269350;23;23;–;–;–;–;–
CRS3035RES100mN3269400E4536300;4536350;3269450;6;6;–;–;–;–;–
CRS3035RES100mN3269400E4536500;4536550;3269450;26;22;5;–;4;–;–
CRS3035RES100mN3269400E4536600;4536650;3269450;15;13;–;–;–;–;–
CRS3035RES100mN3269400E4536700;4536750;3269450;25;19;5;3;5;–;–
CRS3035RES100mN3269400E4536800;4536850;3269450;23;23;–;–;–;–;–
CRS3035RES100mN3269400E4536900;4536950;3269450;53;35;14;6;–;9;–
CRS3035RES100mN3269400E4537000;4537050;3269450;32;26;7;3;3;3;–
CRS3035RES100mN3269400E4542200;4542250;3269450;3;3;–;–;–;–;–
CRS3035RES100mN3269400E4542300;4542350;3269450;137;40;97;15;21;55;–
CRS3035RES100mN3269400E4542800;4542850;3269450;45;30;13;3;9;–;–
CRS3035RES100mN3269400E4542900;4542950;3269450;57;39;18;–;5;12;–
CRS3035RES100mN3269400E4543000;4543050;3269450;83;63;24;3;16;6;–
CRS3035RES100mN3269400E4543100;4543150;3269450;35;24;7;4;4;3;–
CRS3035RES100mN3269400E4543200;4543250;3269450;41;29;12;–;4;7;–
CRS3035RES100mN3269400E4543400;4543450;3269450;63;45;20;–;6;13;–
CRS3035RES100mN3269400E4543500;4543550;3269450;36;32;–;–;–;–;–
CRS3035RES100mN3269400E4543600;4543650;3269450;24;18;9;4;–;–;–
CRS3035RES100mN3269400E4543700;4543750;3269450;49;33;13;4;–;9;–
CRS3035RES100mN3269400E4543800;4543850;3269450;28;23;3;–;3;–;–
CRS3035RES100mN3269400E4543900;4543950;3269450;28;15;11;3;4;4;–
CRS3035RES100mN3269400E4544000;4544050;3269450;49;45;7;3;–;–;–
CRS3035RES100mN3269400E4544100;4544150;3269450;26;14;13;3;7;4;–
CRS3035RES100mN3269400E4544200;4544250;3269450;20;18;6;–;3;–;–
CRS3035RES100mN3269400E4544300;4544350;3269450;32;21;8;3;4;–;–
CRS3035RES100mN3269400E4544400;4544450;3269450;58;48;8;3;3;3;–
CRS3035RES100mN3269400E4544500;4544550;3269450;96;75;24;10;9;5;–
CRS3035RES100mN3269400E4544600;4544650;3269450;119;89;26;6;9;16;–
CRS3035RES100mN3269400E4544700;4544750;3269450;204;149;56;13;19;22;–
CRS3035RES100mN3269400E4544800;4544850;3269450;212;148;62;12;27;18;–
CRS3035RES100mN3269400E4544900;4544950;3269450;158;92;65;22;20;27;–
CRS3035RES100mN3269400E4545000;4545050;3269450;10;6;5;3;4;–;–
CRS3035RES100mN3269400E4545100;4545150;3269450;150;117;35;10;8;17;–
CRS3035RES100mN3269400E4545200;4545250;3269450;34;25;10;–;3;4;–
CRS3035RES100mN3269400E4545300;4545350;3269450;135;104;33;11;20;7;–
CRS3035RES100mN3269400E4545400;4545450;3269450;49;38;13;3;4;7;–
CRS3035RES100mN3269400E4545600;4545650;3269450;11;7;3;3;–;–;–
CRS3035RES100mN3269400E4545700;4545750;3269450;24;18;10;–;9;3;–
CRS3035RES100mN3269400E4545800;4545850;3269450;10;8;4;–;4;–;–
CRS3035RES100mN3269400E4545900;4545950;3269450;12;5;5;5;–;–;–
CRS3035RES100mN3269400E4546000;4546050;3269450;100;47;55;15;19;22;–
CRS3035RES100mN3269400E4546100;4546150;3269450;112;91;18;5;3;7;–
CRS3035RES100mN3269400E4546200;4546250;3269450;310;217;96;36;23;38;–
CRS3035RES100mN3269400E4546300;4546350;3269450;212;146;68;27;21;20;–
CRS3035RES100mN3269400E4546400;4546450;3269450;23;16;9;–;3;3;–
CRS3035RES100mN3269400E4546500;4546550;3269450;257;202;56;24;20;12;–
CRS3035RES100mN3269400E4546600;4546650;3269450;222;110;115;18;39;58;–
CRS3035RES100mN3269400E4546700;4546750;3269450;334;263;74;30;15;29;–
CRS3035RES100mN3269400E4546800;4546850;3269450;263;182;78;26;23;30;–
CRS3035RES100mN3269400E4546900;4546950;3269450;193;107;84;26;21;38;–
CRS3035RES100mN3269400E4547000;4547050;3269450;96;52;46;15;26;9;–
CRS3035RES100mN3269400E4547100;4547150;3269450;33;21;12;5;4;3;–
CRS3035RES100mN3269400E4547200;4547250;3269450;139;88;48;15;16;16;–
CRS3035RES100mN3269400E4547300;4547350;3269450;224;155;65;19;17;30;3
CRS3035RES100mN3269400E4547400;4547450;3269450;297;187;109;34;29;51;–
CRS3035RES100mN3269400E4547500;4547550;3269450;146;105;38;21;6;10;–
CRS3035RES100mN3269400E4547600;4547650;3269450;292;252;43;19;16;12;–
CRS3035RES100mN3269400E4547700;4547750;3269450;227;169;56;18;27;12;–
CRS3035RES100mN3269400E4547800;4547850;3269450;202;166;34;7;12;7;–
CRS3035RES100mN3269400E4547900;4547950;3269450;243;199;45;16;12;14;–
CRS3035RES100mN3269400E4548000;4548050;3269450;235;199;34;13;10;12;–
CRS3035RES100mN3269400E4548100;4548150;3269450;113;64;52;13;10;28;–
CRS3035RES100mN3269400E4548200;4548250;3269450;41;31;10;3;6;3;–
CRS3035RES100mN3269400E4548300;4548350;3269450;217;181;32;16;11;5;–
CRS3035RES100mN3269400E4548400;4548450;3269450;310;250;65;21;14;21;–
CRS3035RES100mN3269400E4548500;4548550;3269450;306;249;61;26;13;22;–
CRS3035RES100mN3269400E4548600;4548650;3269450;329;254;79;24;34;24;–
CRS3035RES100mN3269400E4548700;4548750;3269450;298;230;71;24;14;30;–
CRS3035RES100mN3269400E4548800;4548850;3269450;197;153;42;18;6;14;–
CRS3035RES100mN3269400E4548900;4548950;3269450;196;143;52;12;20;16;3
CRS3035RES100mN3269400E4549000;4549050;3269450;324;222;103;26;45;33;–
CRS3035RES100mN3269400E4549100;4549150;3269450;239;169;74;9;42;23;–
CRS3035RES100mN3269400E4549200;4549250;3269450;4;4;–;–;–;–;–
CRS3035RES100mN3269400E4549300;4549350;3269450;181;144;34;10;8;16;–
CRS3035RES100mN3269400E4549400;4549450;3269450;264;194;70;18;23;22;–
CRS3035RES100mN3269400E4549500;4549550;3269450;70;41;27;14;9;7;–
CRS3035RES100mN3269400E4550000;4550050;3269450;158;135;21;6;8;10;–
CRS3035RES100mN3269400E4550100;4550150;3269450;361;255;105;44;34;29;–
CRS3035RES100mN3269400E4550200;4550250;3269450;252;202;47;29;7;12;–
CRS3035RES100mN3269400E4550400;4550450;3269450;89;78;14;3;5;6;–
CRS3035RES100mN3269400E4550500;4550550;3269450;252;189;62;18;19;25;–
CRS3035RES100mN3269400E4550600;4550650;3269450;151;118;34;15;7;12;–
CRS3035RES100mN3269400E4550700;4550750;3269450;70;51;16;8;–;7;–
CRS3035RES100mN3269400E4550800;4550850;3269450;36;16;23;3;10;12;–
CRS3035RES100mN3269400E4550900;4550950;3269450;129;95;31;10;10;11;–
CRS3035RES100mN3269400E4551000;4551050;3269450;66;38;29;5;10;13;–
CRS3035RES100mN3269400E4551200;4551250;3269450;23;22;3;–;–;–;–
CRS3035RES100mN3269400E4551300;4551350;3269450;248;190;59;16;24;18;–
CRS3035RES100mN3269400E4551400;4551450;3269450;257;223;36;11;13;9;–
CRS3035RES100mN3269400E4553400;4553450;3269450;168;131;40;13;13;14;–
CRS3035RES100mN3269400E4553500;4553550;3269450;121;80;39;6;23;10;–
CRS3035RES100mN3269400E4553600;4553650;3269450;97;47;46;17;5;19;–
CRS3035RES100mN3269400E4553700;4553750;3269450;278;159;118;23;47;51;–
CRS3035RES100mN3269400E4553800;4553850;3269450;231;132;97;19;42;37;–
CRS3035RES100mN3269400E4553900;4553950;3269450;392;243;152;55;35;59;3
CRS3035RES100mN3269400E4554000;4554050;3269450;168;81;88;28;32;28;–
CRS3035RES100mN3269400E4554100;4554150;3269450;270;158;109;46;42;22;–
CRS3035RES100mN3269400E4554200;4554250;3269450;194;119;75;18;40;13;–
CRS3035RES100mN3269400E4554300;4554350;3269450;318;207;108;11;15;78;–
CRS3035RES100mN3269400E4554400;4554450;3269450;400;238;164;45;67;52;–
CRS3035RES100mN3269400E4554500;4554550;3269450;242;157;84;27;21;36;–
CRS3035RES100mN3269400E4554600;4554650;3269450;212;152;58;17;16;21;–
CRS3035RES100mN3269400E4554700;4554750;3269450;49;36;11;5;4;3;–
CRS3035RES100mN3269400E4554800;4554850;3269450;155;103;54;13;31;10;–
CRS3035RES100mN3269400E4554900;4554950;3269450;102;74;30;8;9;13;–
CRS3035RES100mN3269400E4555000;4555050;3269450;222;141;83;22;17;40;–
CRS3035RES100mN3269400E4555100;4555150;3269450;178;140;41;19;13;15;–
CRS3035RES100mN3269400E4555200;4555250;3269450;33;32;3;–;–;–;–
CRS3035RES100mN3269400E4555500;4555550;3269450;204;138;64;27;13;24;–
CRS3035RES100mN3269400E4555600;4555650;3269450;148;111;39;10;11;18;–
CRS3035RES100mN3269400E4556300;4556350;3269450;60;48;9;7;–;–;–
CRS3035RES100mN3269400E4556400;4556450;3269450;182;165;20;9;–;10;–
CRS3035RES100mN3269400E4556500;4556550;3269450;218;188;33;16;3;15;3
CRS3035RES100mN3269400E4559100;4559150;3269450;40;31;11;6;8;3;–
CRS3035RES100mN3269400E4559200;4559250;3269450;81;57;20;6;3;11;–
CRS3035RES100mN3269400E4559300;4559350;3269450;21;15;5;–;–;3;–
CRS3035RES100mN3269400E4559600;4559650;3269450;20;19;–;–;–;–;–
CRS3035RES100mN3269400E4559700;4559750;3269450;53;55;–;–;–;3;–
CRS3035RES100mN3269400E4559800;4559850;3269450;53;38;10;3;4;3;–
CRS3035RES100mN3269400E4559900;4559950;3269450;63;52;9;–;3;6;–
CRS3035RES100mN3269400E4560000;4560050;3269450;91;78;15;7;5;4;–
CRS3035RES100mN3269400E4560200;4560250;3269450;10;3;5;–;–;3;–
CRS3035RES100mN3269400E4560400;4560450;3269450;17;14;–;–;–;–;–
CRS3035RES100mN3269400E4560500;4560550;3269450;24;22;5;–;3;3;–
CRS3035RES100mN3269400E4560600;4560650;3269450;179;165;17;8;3;3;–
CRS3035RES100mN3269400E4560700;4560750;3269450;99;84;13;4;9;4;–
CRS3035RES100mN3269400E4560800;4560850;3269450;160;145;14;7;5;4;–
CRS3035RES100mN3269400E4560900;4560950;3269450;154;134;19;7;4;7;–
CRS3035RES100mN3269400E4561000;4561050;3269450;66;63;–;–;–;–;–
CRS3035RES100mN3269400E4561100;4561150;3269450;3;3;–;–;–;–;–
CRS3035RES100mN3269400E4561400;4561450;3269450;3;3;–;–;–;–;–
CRS3035RES100mN3269400E4561500;4561550;3269450;7;4;5;3;4;–;–
CRS3035RES100mN3269400E4562200;4562250;3269450;3;3;–;–;–;–;–
CRS3035RES100mN3269400E4562300;4562350;3269450;22;18;3;3;–;–;–
CRS3035RES100mN3269400E4562400;4562450;3269450;11;10;3;–;–;3;–
CRS3035RES100mN3269400E4562500;4562550;3269450;7;7;–;–;–;–;–
CRS3035RES100mN3269400E4562600;4562650;3269450;25;25;–;–;–;–;–
CRS3035RES100mN3269400E4562700;4562750;3269450;28;29;3;–;–;3;–
CRS3035RES100mN3269400E4563000;4563050;3269450;15;16;–;–;–;–;–
CRS3035RES100mN3269400E4563100;4563150;3269450;21;21;–;–;–;–;–
CRS3035RES100mN3269400E4563200;4563250;3269450;6;6;3;3;–;–;–
CRS3035RES100mN3269400E4563700;4563750;3269450;5;5;–;–;–;–;–
CRS3035RES100mN3269400E4563800;4563850;3269450;26;26;–;–;–;–;–
CRS3035RES100mN3269400E4563900;4563950;3269450;27;27;–;–;–;–;–
CRS3035RES100mN3269400E4564000;4564050;3269450;4;4;–;–;–;–;–
CRS3035RES100mN3269400E4564100;4564150;3269450;3;3;–;–;–;–;–
CRS3035RES100mN3269400E4564200;4564250;3269450;28;25;6;3;5;–;–
CRS3035RES100mN3269400E4564300;4564350;3269450;13;13;–;–;–;–;–
CRS3035RES100mN3269400E4564400;4564450;3269450;5;4;3;–;–;–;–
CRS3035RES100mN3269400E4564600;4564650;3269450;9;9;–;–;–;–;–
CRS3035RES100mN3269400E4564700;4564750;3269450;33;33;–;–;–;–;–
CRS3035RES100mN3269400E4564800;4564850;3269450;33;27;7;5;–;–;–
CRS3035RES100mN3269400E4564900;4564950;3269450;32;32;–;–;–;–;–
CRS3035RES100mN3269400E4565000;4565050;3269450;33;33;–;–;–;–;–
CRS3035RES100mN3269400E4565100;4565150;3269450;23;23;–;–;–;–;–
CRS3035RES100mN3269400E4565200;4565250;3269450;42;41;3;–;3;–;–
CRS3035RES100mN3269400E4565300;4565350;3269450;37;37;–;–;–;–;–
CRS3035RES100mN3269400E4565400;4565450;3269450;23;21;–;–;–;–;–
CRS3035RES100mN3269400E4565500;4565550;3269450;15;15;–;–;–;–;–
CRS3035RES100mN3269400E4565600;4565650;3269450;29;29;–;–;–;–;–
CRS3035RES100mN3269400E4565700;4565750;3269450;22;18;3;3;–;–;–
CRS3035RES100mN3269400E4565800;4565850;3269450;29;26;–;–;3;–;–
CRS3035RES100mN3269400E4565900;4565950;3269450;23;22;4;3;3;–;–
CRS3035RES100mN3269400E4566000;4566050;3269450;21;21;–;–;–;–;–
CRS3035RES100mN3269400E4566100;4566150;3269450;25;22;3;3;–;–;–
CRS3035RES100mN3269400E4566200;4566250;3269450;24;24;–;–;–;–;–
CRS3035RES100mN3269400E4566300;4566350;3269450;31;31;–;–;–;–;–
CRS3035RES100mN3269500E4536600;4536650;3269550;38;35;5;–;–;3;–
CRS3035RES100mN3269500E4536700;4536750;3269550;28;24;3;–;3;3;–
CRS3035RES100mN3269500E4536800;4536850;3269550;15;13;4;–;4;–;–
CRS3035RES100mN3269500E4536900;4536950;3269550;38;27;13;3;7;3;–
CRS3035RES100mN3269500E4537000;4537050;3269550;17;11;4;–;3;3;–
CRS3035RES100mN3269500E4538900;4538950;3269550;4;3;–;–;–;–;–
CRS3035RES100mN3269500E4542200;4542250;3269550;11;7;–;–;–;–;–
CRS3035RES100mN3269500E4542300;4542350;3269550;64;48;15;3;3;9;–
CRS3035RES100mN3269500E4542400;4542450;3269550;17;8;8;7;–;–;–
CRS3035RES100mN3269500E4542900;4542950;3269550;22;18;7;–;3;3;–
CRS3035RES100mN3269500E4543000;4543050;3269550;31;25;7;3;–;3;–
CRS3035RES100mN3269500E4543100;4543150;3269550;34;29;8;3;3;–;–
CRS3035RES100mN3269500E4543200;4543250;3269550;43;32;13;3;–;10;–
CRS3035RES100mN3269500E4543300;4543350;3269550;32;25;6;–;3;3;–
CRS3035RES100mN3269500E4543400;4543450;3269550;67;37;29;–;21;8;–
CRS3035RES100mN3269500E4543500;4543550;3269550;87;54;32;8;19;4;–
CRS3035RES100mN3269500E4543600;4543650;3269550;24;12;12;4;4;5;–
CRS3035RES100mN3269500E4543700;4543750;3269550;26;17;12;3;5;3;–
CRS3035RES100mN3269500E4543900;4543950;3269550;49;40;7;–;3;6;–
CRS3035RES100mN3269500E4544000;4544050;3269550;32;22;13;3;4;7;–
