GITTER_ID_100m;x_mp_100m;y_mp_100m;Insgesamt_Bevoelkerung;Deutschland;Ausland_Sonstige;EU27_Land;Sonstiges_Europa;Sonstige_Welt;Sonstige
CRS3035RES100mN3281400E4548100;4548150;3281450;67;57;10;5;–;8;–
CRS3035RES100mN3281400E4548200;4548250;3281450;41;38;3;–;–;–;–
CRS3035RES100mN3281400E4548300;4548350;3281450;47;42;7;3;6;–;–
CRS3035RES100mN3281400E4548400;4548450;3281450;51;43;7;–;3;5;–
CRS3035RES100mN3281400E4548500;4548550;3281450;10;9;3;–;–;3;–
CRS3035RES100mN3281400E4548600;4548650;3281450;166;118;51;11;20;20;–
CRS3035RES100mN3281400E4548700;4548750;3281450;662;337;327;39;114;168;4
CRS3035RES100mN3281400E4548800;4548850;3281450;154;89;65;4;39;22;–
CRS3035RES100mN3281400E4549300;4549350;3281450;19;13;4;–;–;3;–
CRS3035RES100mN3281400E4549400;4549450;3281450;27;24;4;–;–;–;–
CRS3035RES100mN3281400E4549500;4549550;3281450;36;28;7;4;4;–;–
CRS3035RES100mN3281400E4549600;4549650;3281450;3;3;–;–;–;–;–
CRS3035RES100mN3281400E4549900;4549950;3281450;8;8;–;–;–;–;–
CRS3035RES100mN3281400E4550000;4550050;3281450;34;28;4;3;–;–;–
CRS3035RES100mN3281400E4550100;4550150;3281450;32;32;3;3;–;–;–
CRS3035RES100mN3281400E4550200;4550250;3281450;27;23;3;–;–;–;–
CRS3035RES100mN3281400E4550700;4550750;3281450;24;24;–;–;–;–;–
CRS3035RES100mN3281400E4550800;4550850;3281450;31;30;–;–;–;–;–
CRS3035RES100mN3281400E4550900;4550950;3281450;31;31;3;3;–;3;–
CRS3035RES100mN3281400E4551000;4551050;3281450;56;56;3;–;–;–;–
CRS3035RES100mN3281400E4551100;4551150;3281450;37;29;3;3;–;–;–
CRS3035RES100mN3281400E4551200;4551250;3281450;78;76;5;–;3;–;–
CRS3035RES100mN3281400E4551300;4551350;3281450;24;28;–;–;–;–;–
CRS3035RES100mN3281400E4551400;4551450;3281450;59;47;15;–;–;9;–
CRS3035RES100mN3281400E4551500;4551550;3281450;3;–;–;–;–;–;–
CRS3035RES100mN3281400E4551600;4551650;3281450;4;–;–;–;–;–;–
CRS3035RES100mN3281400E4551700;4551750;3281450;22;16;4;3;–;3;–
CRS3035RES100mN3281400E4551800;4551850;3281450;11;11;–;–;–;–;–
CRS3035RES100mN3281400E4551900;4551950;3281450;11;11;–;–;–;–;–
CRS3035RES100mN3281400E4552000;4552050;3281450;18;18;–;–;–;–;–
CRS3035RES100mN3281400E4552100;4552150;3281450;12;8;–;–;–;–;–
CRS3035RES100mN3281400E4552200;4552250;3281450;7;6;3;–;–;–;–
CRS3035RES100mN3281400E4552600;4552650;3281450;10;8;–;–;–;–;–
CRS3035RES100mN3281400E4552700;4552750;3281450;13;12;–;–;–;–;–
CRS3035RES100mN3281400E4552800;4552850;3281450;35;33;3;–;–;3;–
CRS3035RES100mN3281400E4552900;4552950;3281450;44;39;3;–;3;–;–
CRS3035RES100mN3281400E4553000;4553050;3281450;41;41;–;–;–;–;–
CRS3035RES100mN3281400E4553100;4553150;3281450;30;26;3;–;–;–;–
CRS3035RES100mN3281400E4553200;4553250;3281450;21;21;3;3;–;–;–
CRS3035RES100mN3281400E4553300;4553350;3281450;23;20;5;–;3;–;–
CRS3035RES100mN3281400E4553400;4553450;3281450;13;13;–;–;–;–;–
CRS3035RES100mN3281400E4553500;4553550;3281450;19;16;–;–;–;3;–
CRS3035RES100mN3281400E4553600;4553650;3281450;41;32;6;3;–;4;–
CRS3035RES100mN3281400E4553700;4553750;3281450;95;53;41;8;6;26;–
CRS3035RES100mN3281400E4553800;4553850;3281450;18;13;–;–;3;–;–
CRS3035RES100mN3281400E4554000;4554050;3281450;3;3;–;–;–;–;–
CRS3035RES100mN3281400E4554100;4554150;3281450;3;3;–;–;–;–;–
CRS3035RES100mN3281400E4554200;4554250;3281450;12;11;3;3;–;–;–
CRS3035RES100mN3281400E4554700;4554750;3281450;6;6;–;–;–;–;–
CRS3035RES100mN3281400E4554800;4554850;3281450;9;9;–;–;–;–;–
CRS3035RES100mN3281400E4554900;4554950;3281450;11;11;3;3;–;–;–
CRS3035RES100mN3281400E4555200;4555250;3281450;11;11;–;–;–;–;–
CRS3035RES100mN3281400E4555300;4555350;3281450;28;27;4;–;–;–;–
CRS3035RES100mN3281400E4555400;4555450;3281450;30;26;–;–;3;–;–
CRS3035RES100mN3281400E4555500;4555550;3281450;17;17;–;–;–;–;–
CRS3035RES100mN3281400E4555600;4555650;3281450;20;16;3;–;–;–;–
CRS3035RES100mN3281400E4555700;4555750;3281450;17;17;–;–;–;–;–
CRS3035RES100mN3281400E4555800;4555850;3281450;14;14;–;–;–;–;–
CRS3035RES100mN3281400E4555900;4555950;3281450;18;16;4;3;–;–;–
CRS3035RES100mN3281400E4556000;4556050;3281450;29;27;–;–;–;–;–
CRS3035RES100mN3281400E4556100;4556150;3281450;42;42;–;–;–;–;–
CRS3035RES100mN3281400E4556200;4556250;3281450;31;31;–;–;–;–;–
CRS3035RES100mN3281400E4556300;4556350;3281450;39;28;8;–;6;–;–
CRS3035RES100mN3281400E4556400;4556450;3281450;19;19;–;–;–;–;–
CRS3035RES100mN3281400E4560300;4560350;3281450;4;4;–;–;–;–;–
CRS3035RES100mN3281400E4560400;4560450;3281450;20;16;7;–;4;–;–
CRS3035RES100mN3281500E4538500;4538550;3281550;15;8;5;–;3;3;–
CRS3035RES100mN3281500E4538600;4538650;3281550;10;10;–;–;–;–;–
CRS3035RES100mN3281500E4540100;4540150;3281550;3;–;–;–;–;–;–
CRS3035RES100mN3281500E4540200;4540250;3281550;26;23;4;4;–;–;–
CRS3035RES100mN3281500E4540300;4540350;3281550;41;37;3;3;–;–;–
CRS3035RES100mN3281500E4540400;4540450;3281550;39;37;–;–;–;–;–
CRS3035RES100mN3281500E4540500;4540550;3281550;33;30;5;3;3;–;–
CRS3035RES100mN3281500E4540600;4540650;3281550;19;18;3;3;–;–;–
CRS3035RES100mN3281500E4540700;4540750;3281550;14;11;–;–;–;3;–
CRS3035RES100mN3281500E4540800;4540850;3281550;4;4;–;–;–;–;–
CRS3035RES100mN3281500E4540900;4540950;3281550;21;12;7;–;–;8;–
CRS3035RES100mN3281500E4542800;4542850;3281550;5;3;6;–;–;6;–
CRS3035RES100mN3281500E4542900;4542950;3281550;40;27;16;6;3;11;–
CRS3035RES100mN3281500E4543800;4543850;3281550;63;53;9;4;9;–;–
CRS3035RES100mN3281500E4543900;4543950;3281550;67;62;3;–;3;–;–
CRS3035RES100mN3281500E4544000;4544050;3281550;36;32;3;–;–;3;–
CRS3035RES100mN3281500E4544100;4544150;3281550;31;21;8;8;3;3;–
CRS3035RES100mN3281500E4544200;4544250;3281550;41;37;7;3;3;–;–
CRS3035RES100mN3281500E4544300;4544350;3281550;45;42;6;–;6;–;–
CRS3035RES100mN3281500E4544400;4544450;3281550;19;13;3;–;–;–;–
CRS3035RES100mN3281500E4544500;4544550;3281550;87;81;10;–;6;3;–
CRS3035RES100mN3281500E4544600;4544650;3281550;64;62;–;–;–;–;–
CRS3035RES100mN3281500E4544700;4544750;3281550;67;66;3;3;–;–;–
CRS3035RES100mN3281500E4544800;4544850;3281550;37;35;–;–;3;–;–
CRS3035RES100mN3281500E4545500;4545550;3281550;14;13;–;–;–;–;–
CRS3035RES100mN3281500E4545600;4545650;3281550;20;20;–;–;–;–;–
CRS3035RES100mN3281500E4545700;4545750;3281550;7;–;5;–;5;–;–
CRS3035RES100mN3281500E4546500;4546550;3281550;21;13;5;–;3;–;–
CRS3035RES100mN3281500E4546600;4546650;3281550;12;7;3;–;3;–;–
CRS3035RES100mN3281500E4546700;4546750;3281550;192;99;92;12;26;54;–
CRS3035RES100mN3281500E4546800;4546850;3281550;12;3;5;5;–;–;–
CRS3035RES100mN3281500E4546900;4546950;3281550;4;–;–;–;–;–;–
CRS3035RES100mN3281500E4547000;4547050;3281550;283;197;88;23;37;28;–
CRS3035RES100mN3281500E4547100;4547150;3281550;208;155;55;21;14;17;3
CRS3035RES100mN3281500E4547200;4547250;3281550;23;17;8;3;3;–;–
CRS3035RES100mN3281500E4547300;4547350;3281550;55;44;13;–;4;6;–
CRS3035RES100mN3281500E4547400;4547450;3281550;29;23;3;–;7;–;–
CRS3035RES100mN3281500E4547500;4547550;3281550;139;99;43;14;20;10;–
CRS3035RES100mN3281500E4547600;4547650;3281550;200;133;69;16;26;26;–
CRS3035RES100mN3281500E4547700;4547750;3281550;148;92;57;5;28;24;–
CRS3035RES100mN3281500E4547800;4547850;3281550;622;397;223;42;89;95;3
CRS3035RES100mN3281500E4547900;4547950;3281550;306;193;110;37;41;36;3
CRS3035RES100mN3281500E4548000;4548050;3281550;71;34;36;9;11;16;–
CRS3035RES100mN3281500E4548100;4548150;3281550;102;74;28;9;6;12;–
CRS3035RES100mN3281500E4548200;4548250;3281550;516;306;212;44;75;88;3
CRS3035RES100mN3281500E4548300;4548350;3281550;396;281;113;24;58;32;–
CRS3035RES100mN3281500E4548400;4548450;3281550;298;178;115;32;44;40;–
CRS3035RES100mN3281500E4548500;4548550;3281550;219;136;85;19;28;37;–
CRS3035RES100mN3281500E4548600;4548650;3281550;162;115;50;19;18;12;–
CRS3035RES100mN3281500E4548700;4548750;3281550;701;417;286;31;115;139;5
CRS3035RES100mN3281500E4548800;4548850;3281550;335;188;145;19;69;54;–
CRS3035RES100mN3281500E4548900;4548950;3281550;210;164;46;14;13;18;–
CRS3035RES100mN3281500E4549100;4549150;3281550;17;13;–;–;–;–;–
CRS3035RES100mN3281500E4549200;4549250;3281550;15;18;–;–;–;–;–
CRS3035RES100mN3281500E4549300;4549350;3281550;11;4;6;3;–;4;–
CRS3035RES100mN3281500E4549400;4549450;3281550;24;20;6;–;3;4;–
CRS3035RES100mN3281500E4549500;4549550;3281550;26;26;–;–;–;–;–
