GITTER_ID_100m;x_mp_100m;y_mp_100m;Insgesamt_Bevoelkerung;Unter18;a18bis29;a30bis49;a50bis64;a65undaelter
CRS3035RES100mN3265800E4565600;4565650;3265850;16;–;–;5;5;3
CRS3035RES100mN3265800E4566400;4566450;3265850;28;7;–;13;5;6
CRS3035RES100mN3265800E4566500;4566550;3265850;41;7;3;10;16;10
CRS3035RES100mN3265800E4566600;4566650;3265850;15;3;–;3;3;10
CRS3035RES100mN3265800E4566700;4566750;3265850;9;–;3;–;–;–
CRS3035RES100mN3265800E4566800;4566850;3265850;118;34;7;42;24;11
CRS3035RES100mN3265800E4567000;4567050;3265850;145;22;10;41;28;43
CRS3035RES100mN3265800E4567100;4567150;3265850;71;15;6;18;15;15
CRS3035RES100mN3265800E4567200;4567250;3265850;116;21;15;49;22;9
CRS3035RES100mN3265800E4567300;4567350;3265850;34;6;6;15;3;5
CRS3035RES100mN3265800E4567400;4567450;3265850;66;14;5;27;11;9
CRS3035RES100mN3265800E4567500;4567550;3265850;91;23;11;35;19;9
CRS3035RES100mN3265800E4567600;4567650;3265850;138;27;9;45;33;15
CRS3035RES100mN3265800E4567700;4567750;3265850;87;18;8;31;24;9
CRS3035RES100mN3265800E4567800;4567850;3265850;30;3;–;6;9;14
CRS3035RES100mN3265800E4570800;4570850;3265850;8;–;–;–;–;–
CRS3035RES100mN3265800E4571900;4571950;3265850;20;–;3;3;6;9
CRS3035RES100mN3265800E4572000;4572050;3265850;17;3;3;4;7;4
CRS3035RES100mN3265800E4572100;4572150;3265850;23;–;–;–;12;8
CRS3035RES100mN3265800E4572200;4572250;3265850;23;3;–;3;8;10
CRS3035RES100mN3265800E4572300;4572350;3265850;26;3;3;3;18;6
CRS3035RES100mN3265800E4572400;4572450;3265850;18;5;–;3;8;6
CRS3035RES100mN3265800E4572500;4572550;3265850;21;9;–;5;–;3
CRS3035RES100mN3265800E4572600;4572650;3265850;27;3;3;3;4;10
CRS3035RES100mN3265800E4572700;4572750;3265850;40;7;5;7;8;14
CRS3035RES100mN3265800E4572800;4572850;3265850;18;–;–;–;9;9
CRS3035RES100mN3265800E4572900;4572950;3265850;15;–;–;3;11;–
CRS3035RES100mN3265800E4573000;4573050;3265850;21;–;–;4;4;9
CRS3035RES100mN3265800E4573100;4573150;3265850;24;–;–;5;9;12
CRS3035RES100mN3265800E4573200;4573250;3265850;25;3;3;4;4;10
CRS3035RES100mN3265800E4573300;4573350;3265850;21;7;–;5;7;3
CRS3035RES100mN3265800E4573400;4573450;3265850;14;–;–;–;–;6
CRS3035RES100mN3265800E4573500;4573550;3265850;6;–;–;–;3;–
CRS3035RES100mN3265900E4532600;4532650;3265950;6;–;3;–;6;–
CRS3035RES100mN3265900E4532700;4532750;3265950;14;6;–;4;3;4
CRS3035RES100mN3265900E4532800;4532850;3265950;6;–;–;–;5;5
CRS3035RES100mN3265900E4532900;4532950;3265950;3;–;–;–;–;3
CRS3035RES100mN3265900E4533000;4533050;3265950;3;–;–;–;3;3
CRS3035RES100mN3265900E4533200;4533250;3265950;22;4;3;5;9;–
CRS3035RES100mN3265900E4533300;4533350;3265950;27;7;–;8;3;4
CRS3035RES100mN3265900E4533400;4533450;3265950;30;–;5;8;5;15
CRS3035RES100mN3265900E4533500;4533550;3265950;24;5;3;3;8;6
CRS3035RES100mN3265900E4533600;4533650;3265950;23;3;–;3;7;8
CRS3035RES100mN3265900E4533700;4533750;3265950;29;3;3;10;4;9
CRS3035RES100mN3265900E4533800;4533850;3265950;49;7;–;11;7;21
CRS3035RES100mN3265900E4533900;4533950;3265950;39;4;5;10;15;5
CRS3035RES100mN3265900E4534000;4534050;3265950;15;4;3;8;–;5
CRS3035RES100mN3265900E4535100;4535150;3265950;41;11;5;10;11;5
CRS3035RES100mN3265900E4535200;4535250;3265950;53;18;5;18;9;3
CRS3035RES100mN3265900E4535300;4535350;3265950;63;22;–;25;5;8
CRS3035RES100mN3265900E4542600;4542650;3265950;27;5;3;4;7;4
CRS3035RES100mN3265900E4543000;4543050;3265950;57;15;3;8;19;15
CRS3035RES100mN3265900E4543100;4543150;3265950;57;8;3;6;20;15
CRS3035RES100mN3265900E4543200;4543250;3265950;111;28;10;37;31;4
CRS3035RES100mN3265900E4543300;4543350;3265950;121;37;19;31;19;14
CRS3035RES100mN3265900E4543600;4543650;3265950;63;15;3;18;19;16
CRS3035RES100mN3265900E4543700;4543750;3265950;34;7;3;8;10;6
CRS3035RES100mN3265900E4543800;4543850;3265950;11;–;4;3;5;3
CRS3035RES100mN3265900E4543900;4543950;3265950;12;–;3;–;5;3
CRS3035RES100mN3265900E4544000;4544050;3265950;40;5;–;8;5;15
CRS3035RES100mN3265900E4544100;4544150;3265950;16;5;4;6;3;3
CRS3035RES100mN3265900E4544200;4544250;3265950;4;4;–;3;–;–
CRS3035RES100mN3265900E4544300;4544350;3265950;32;3;5;8;6;10
CRS3035RES100mN3265900E4544400;4544450;3265950;9;3;3;3;3;–
CRS3035RES100mN3265900E4544600;4544650;3265950;7;–;–;–;–;–
CRS3035RES100mN3265900E4544700;4544750;3265950;13;–;–;3;–;3
CRS3035RES100mN3265900E4544800;4544850;3265950;20;4;3;5;3;3
CRS3035RES100mN3265900E4545200;4545250;3265950;30;9;4;5;9;5
CRS3035RES100mN3265900E4545700;4545750;3265950;15;–;–;–;6;11
CRS3035RES100mN3265900E4545800;4545850;3265950;66;12;5;12;14;20
CRS3035RES100mN3265900E4545900;4545950;3265950;47;3;8;3;14;19
CRS3035RES100mN3265900E4546000;4546050;3265950;8;–;–;–;3;–
CRS3035RES100mN3265900E4546100;4546150;3265950;31;8;3;9;5;8
CRS3035RES100mN3265900E4546200;4546250;3265950;9;–;–;–;3;5
CRS3035RES100mN3265900E4546300;4546350;3265950;27;–;3;8;9;6
CRS3035RES100mN3265900E4546400;4546450;3265950;21;4;3;6;7;3
CRS3035RES100mN3265900E4546500;4546550;3265950;84;15;17;20;13;23
CRS3035RES100mN3265900E4546900;4546950;3265950;92;8;13;15;25;30
CRS3035RES100mN3265900E4547000;4547050;3265950;217;43;36;47;54;33
CRS3035RES100mN3265900E4547100;4547150;3265950;257;44;25;72;75;41
CRS3035RES100mN3265900E4547200;4547250;3265950;204;30;25;44;60;48
CRS3035RES100mN3265900E4547300;4547350;3265950;130;19;17;35;28;30
CRS3035RES100mN3265900E4547400;4547450;3265950;117;17;23;29;23;25
CRS3035RES100mN3265900E4547500;4547550;3265950;71;13;4;28;12;14
CRS3035RES100mN3265900E4547600;4547650;3265950;18;–;–;12;4;4
CRS3035RES100mN3265900E4547800;4547850;3265950;8;–;–;3;–;3
CRS3035RES100mN3265900E4548700;4548750;3265950;20;6;3;5;5;3
CRS3035RES100mN3265900E4548800;4548850;3265950;62;13;11;19;9;5
CRS3035RES100mN3265900E4548900;4548950;3265950;68;11;10;16;25;8
CRS3035RES100mN3265900E4549200;4549250;3265950;37;5;–;9;13;7
CRS3035RES100mN3265900E4549300;4549350;3265950;19;6;–;8;4;3
CRS3035RES100mN3265900E4549600;4549650;3265950;188;15;26;30;39;79
CRS3035RES100mN3265900E4549700;4549750;3265950;184;3;16;29;61;77
CRS3035RES100mN3265900E4549800;4549850;3265950;119;8;17;13;27;50
CRS3035RES100mN3265900E4549900;4549950;3265950;200;25;15;38;50;74
CRS3035RES100mN3265900E4550000;4550050;3265950;184;13;21;35;38;76
CRS3035RES100mN3265900E4550100;4550150;3265950;212;29;18;50;54;58
CRS3035RES100mN3265900E4550200;4550250;3265950;135;9;23;31;36;35
CRS3035RES100mN3265900E4550300;4550350;3265950;140;30;21;52;21;12
CRS3035RES100mN3265900E4550400;4550450;3265950;242;41;34;88;53;28
CRS3035RES100mN3265900E4550500;4550550;3265950;253;21;41;65;64;64
CRS3035RES100mN3265900E4550600;4550650;3265950;207;28;31;59;42;53
CRS3035RES100mN3265900E4550700;4550750;3265950;195;37;33;50;43;33
CRS3035RES100mN3265900E4550800;4550850;3265950;151;18;23;44;34;32
CRS3035RES100mN3265900E4550900;4550950;3265950;53;4;5;23;9;10
CRS3035RES100mN3265900E4554200;4554250;3265950;100;23;14;31;13;21
CRS3035RES100mN3265900E4554300;4554350;3265950;79;11;12;20;14;27
CRS3035RES100mN3265900E4554500;4554550;3265950;92;16;11;28;12;21
CRS3035RES100mN3265900E4554600;4554650;3265950;187;39;36;61;30;23
CRS3035RES100mN3265900E4554700;4554750;3265950;89;14;13;29;20;14
CRS3035RES100mN3265900E4554800;4554850;3265950;83;8;10;27;6;37
CRS3035RES100mN3265900E4555100;4555150;3265950;36;4;3;12;4;8
CRS3035RES100mN3265900E4555500;4555550;3265950;43;15;13;13;8;–
CRS3035RES100mN3265900E4555600;4555650;3265950;79;25;7;24;13;9
CRS3035RES100mN3265900E4555900;4555950;3265950;26;7;3;4;5;8
CRS3035RES100mN3265900E4556000;4556050;3265950;12;3;4;3;–;3
CRS3035RES100mN3265900E4556600;4556650;3265950;5;3;–;–;–;–
CRS3035RES100mN3265900E4556800;4556850;3265950;8;–;–;3;3;–
CRS3035RES100mN3265900E4557200;4557250;3265950;22;4;–;6;8;3
CRS3035RES100mN3265900E4557300;4557350;3265950;86;22;6;23;26;10
CRS3035RES100mN3265900E4557400;4557450;3265950;85;19;6;21;27;12
CRS3035RES100mN3265900E4557500;4557550;3265950;25;9;–;6;8;7
CRS3035RES100mN3265900E4557600;4557650;3265950;19;3;4;–;3;10
CRS3035RES100mN3265900E4557700;4557750;3265950;21;–;3;5;7;5
CRS3035RES100mN3265900E4557800;4557850;3265950;18;3;7;4;3;–
CRS3035RES100mN3265900E4557900;4557950;3265950;26;9;3;7;5;3
CRS3035RES100mN3265900E4559100;4559150;3265950;47;5;–;10;14;20
CRS3035RES100mN3265900E4559200;4559250;3265950;55;12;3;13;17;12
CRS3035RES100mN3265900E4559300;4559350;3265950;102;9;23;34;19;17
CRS3035RES100mN3265900E4559500;4559550;3265950;194;41;30;50;38;38
CRS3035RES100mN3265900E4559600;4559650;3265950;186;32;22;47;38;46
CRS3035RES100mN3265900E4559700;4559750;3265950;61;–;17;17;18;8
CRS3035RES100mN3265900E4560100;4560150;3265950;129;31;17;36;11;37
CRS3035RES100mN3265900E4560200;4560250;3265950;166;33;22;53;18;41
CRS3035RES100mN3265900E4560300;4560350;3265950;46;3;8;12;8;17
CRS3035RES100mN3265900E4560400;4560450;3265950;35;3;3;6;11;14
CRS3035RES100mN3265900E4560500;4560550;3265950;90;7;8;15;21;39
CRS3035RES100mN3265900E4560600;4560650;3265950;23;–;–;5;6;9
CRS3035RES100mN3265900E4560800;4560850;3265950;72;–;9;25;11;23
CRS3035RES100mN3265900E4560900;4560950;3265950;22;–;4;5;10;–
CRS3035RES100mN3265900E4561000;4561050;3265950;54;9;–;8;3;29
CRS3035RES100mN3265900E4561100;4561150;3265950;35;8;3;6;10;8
CRS3035RES100mN3265900E4561200;4561250;3265950;45;7;4;3;20;10
CRS3035RES100mN3265900E4561300;4561350;3265950;54;15;–;15;12;11
CRS3035RES100mN3265900E4561400;4561450;3265950;58;5;4;13;19;9
CRS3035RES100mN3265900E4561500;4561550;3265950;30;3;3;4;6;13
CRS3035RES100mN3265900E4561600;4561650;3265950;42;4;4;6;15;14
CRS3035RES100mN3265900E4561700;4561750;3265950;66;15;5;21;8;10
CRS3035RES100mN3265900E4561800;4561850;3265950;183;33;12;50;32;58
CRS3035RES100mN3265900E4561900;4561950;3265950;55;12;–;22;4;13
CRS3035RES100mN3265900E4562500;4562550;3265950;14;3;–;5;3;3
CRS3035RES100mN3265900E4562600;4562650;3265950;33;4;5;9;9;8
CRS3035RES100mN3265900E4562700;4562750;3265950;14;6;–;3;4;–
CRS3035RES100mN3265900E4562900;4562950;3265950;18;–;–;4;3;9
CRS3035RES100mN3265900E4563000;4563050;3265950;36;8;–;11;10;10
CRS3035RES100mN3265900E4563100;4563150;3265950;15;7;–;6;3;–
CRS3035RES100mN3265900E4563200;4563250;3265950;40;–;22;15;–;3
CRS3035RES100mN3265900E4563300;4563350;3265950;263;17;106;111;19;6
CRS3035RES100mN3265900E4563400;4563450;3265950;40;9;4;18;6;8
CRS3035RES100mN3265900E4563800;4563850;3265950;6;–;–;–;–;6
CRS3035RES100mN3265900E4564400;4564450;3265950;120;11;11;23;23;50
CRS3035RES100mN3265900E4564500;4564550;3265950;241;22;19;52;41;102
CRS3035RES100mN3265900E4564600;4564650;3265950;121;13;7;47;27;27
CRS3035RES100mN3265900E4564900;4564950;3265950;14;3;–;–;7;–
CRS3035RES100mN3265900E4565200;4565250;3265950;59;12;9;23;7;9
CRS3035RES100mN3265900E4565300;4565350;3265950;146;27;12;52;33;26
CRS3035RES100mN3265900E4565400;4565450;3265950;134;30;13;42;34;17
CRS3035RES100mN3265900E4565600;4565650;3265950;3;–;–;–;3;–
CRS3035RES100mN3265900E4566400;4566450;3265950;3;–;–;–;–;3
CRS3035RES100mN3265900E4566700;4566750;3265950;226;32;58;89;42;9
CRS3035RES100mN3265900E4566800;4566850;3265950;208;16;16;61;57;52
CRS3035RES100mN3265900E4567000;4567050;3265950;39;12;6;8;12;–
CRS3035RES100mN3265900E4567100;4567150;3265950;97;13;5;16;22;43
CRS3035RES100mN3265900E4567200;4567250;3265950;64;10;3;15;12;24
CRS3035RES100mN3265900E4567300;4567350;3265950;74;14;6;20;26;9
CRS3035RES100mN3265900E4567400;4567450;3265950;98;18;13;35;21;15
CRS3035RES100mN3265900E4567500;4567550;3265950;98;12;5;29;26;23
CRS3035RES100mN3265900E4567600;4567650;3265950;94;14;9;15;34;21
CRS3035RES100mN3265900E4567700;4567750;3265950;97;22;12;27;28;13
CRS3035RES100mN3265900E4567800;4567850;3265950;160;33;11;47;43;26
CRS3035RES100mN3265900E4567900;4567950;3265950;129;18;20;45;31;15
CRS3035RES100mN3265900E4568000;4568050;3265950;42;14;–;14;7;7
CRS3035RES100mN3265900E4568100;4568150;3265950;29;10;4;4;10;4
CRS3035RES100mN3265900E4568200;4568250;3265950;29;6;–;9;8;–
CRS3035RES100mN3265900E4568300;4568350;3265950;52;8;6;11;16;15
CRS3035RES100mN3265900E4572600;4572650;3265950;16;3;–;4;3;9
CRS3035RES100mN3265900E4572700;4572750;3265950;18;3;6;–;8;–
CRS3035RES100mN3265900E4572800;4572850;3265950;20;6;–;7;6;3
CRS3035RES100mN3265900E4572900;4572950;3265950;21;5;–;3;12;6
CRS3035RES100mN3265900E4573000;4573050;3265950;14;–;–;–;3;11
CRS3035RES100mN3265900E4573100;4573150;3265950;21;4;3;3;11;3
CRS3035RES100mN3265900E4573200;4573250;3265950;4;3;–;3;–;–
CRS3035RES100mN3266000E4532600;4532650;3266050;3;–;–;–;–;3
CRS3035RES100mN3266000E4532700;4532750;3266050;11;3;–;–;4;3
CRS3035RES100mN3266000E4532800;4532850;3266050;20;–;3;–;3;11
CRS3035RES100mN3266000E4532900;4532950;3266050;18;–;–;–;5;12
CRS3035RES100mN3266000E4533000;4533050;3266050;27;–;3;5;3;16
CRS3035RES100mN3266000E4533100;4533150;3266050;3;–;–;–;3;3
CRS3035RES100mN3266000E4533300;4533350;3266050;14;–;–;3;3;8
CRS3035RES100mN3266000E4533400;4533450;3266050;43;13;3;8;8;7
CRS3035RES100mN3266000E4533500;4533550;3266050;22;4;3;4;3;6
CRS3035RES100mN3266000E4533600;4533650;3266050;35;10;–;12;8;5
CRS3035RES100mN3266000E4533700;4533750;3266050;24;4;3;4;7;7
CRS3035RES100mN3266000E4533800;4533850;3266050;32;5;4;5;6;8
CRS3035RES100mN3266000E4533900;4533950;3266050;62;15;–;16;8;26
CRS3035RES100mN3266000E4534000;4534050;3266050;16;4;–;4;3;4
CRS3035RES100mN3266000E4534200;4534250;3266050;3;–;–;–;–;–
CRS3035RES100mN3266000E4534300;4534350;3266050;10;–;–;4;3;3
CRS3035RES100mN3266000E4534400;4534450;3266050;3;–;–;–;–;–
CRS3035RES100mN3266000E4535100;4535150;3266050;12;3;–;4;3;3
CRS3035RES100mN3266000E4535200;4535250;3266050;63;19;6;17;15;7
CRS3035RES100mN3266000E4535300;4535350;3266050;72;22;9;23;15;6
CRS3035RES100mN3266000E4535400;4535450;3266050;42;13;–;13;11;7
CRS3035RES100mN3266000E4543100;4543150;3266050;29;6;3;4;7;10
CRS3035RES100mN3266000E4543200;4543250;3266050;126;31;7;37;28;23
CRS3035RES100mN3266000E4543300;4543350;3266050;68;26;7;22;14;3
CRS3035RES100mN3266000E4543400;4543450;3266050;49;18;–;18;9;–
CRS3035RES100mN3266000E4543500;4543550;3266050;72;19;3;19;10;20
CRS3035RES100mN3266000E4543600;4543650;3266050;65;15;6;15;10;17
CRS3035RES100mN3266000E4543700;4543750;3266050;82;30;7;24;11;9
CRS3035RES100mN3266000E4543900;4543950;3266050;46;10;7;6;8;10
CRS3035RES100mN3266000E4544000;4544050;3266050;45;12;5;3;11;11
CRS3035RES100mN3266000E4544100;4544150;3266050;8;–;–;–;3;3
CRS3035RES100mN3266000E4544200;4544250;3266050;4;–;–;–;–;–
CRS3035RES100mN3266000E4544600;4544650;3266050;27;–;3;7;9;8
CRS3035RES100mN3266000E4544700;4544750;3266050;16;3;3;–;6;4
CRS3035RES100mN3266000E4544800;4544850;3266050;14;3;–;–;6;6
CRS3035RES100mN3266000E4544900;4544950;3266050;5;–;–;–;–;–
CRS3035RES100mN3266000E4545200;4545250;3266050;7;3;–;3;–;3
CRS3035RES100mN3266000E4545400;4545450;3266050;5;–;3;–;–;–
CRS3035RES100mN3266000E4545700;4545750;3266050;45;5;4;7;14;15
CRS3035RES100mN3266000E4545800;4545850;3266050;38;10;–;7;11;9
CRS3035RES100mN3266000E4545900;4545950;3266050;11;3;–;3;3;3
CRS3035RES100mN3266000E4546000;4546050;3266050;29;14;3;7;3;6
CRS3035RES100mN3266000E4546100;4546150;3266050;47;20;3;3;12;9
CRS3035RES100mN3266000E4546200;4546250;3266050;43;8;6;4;8;13
CRS3035RES100mN3266000E4546300;4546350;3266050;55;7;15;8;9;16
CRS3035RES100mN3266000E4546400;4546450;3266050;23;3;–;4;8;–
CRS3035RES100mN3266000E4546500;4546550;3266050;55;11;9;17;12;5
CRS3035RES100mN3266000E4546700;4546750;3266050;67;20;5;27;7;10
CRS3035RES100mN3266000E4546800;4546850;3266050;22;4;4;9;–;–
CRS3035RES100mN3266000E4547000;4547050;3266050;123;22;14;31;20;33
CRS3035RES100mN3266000E4547100;4547150;3266050;272;42;38;66;58;66
CRS3035RES100mN3266000E4547200;4547250;3266050;168;16;16;44;39;49
CRS3035RES100mN3266000E4547300;4547350;3266050;158;13;15;49;33;44
CRS3035RES100mN3266000E4547400;4547450;3266050;9;7;–;–;–;–
CRS3035RES100mN3266000E4547500;4547550;3266050;65;7;6;14;15;24
CRS3035RES100mN3266000E4547600;4547650;3266050;6;–;–;–;–;4
CRS3035RES100mN3266000E4547800;4547850;3266050;4;–;–;–;–;–
CRS3035RES100mN3266000E4549200;4549250;3266050;49;11;5;16;11;3
CRS3035RES100mN3266000E4549300;4549350;3266050;78;7;17;9;23;18
CRS3035RES100mN3266000E4549400;4549450;3266050;48;8;4;11;10;14
CRS3035RES100mN3266000E4549500;4549550;3266050;56;10;5;14;11;15
CRS3035RES100mN3266000E4549600;4549650;3266050;213;76;15;75;34;15
CRS3035RES100mN3266000E4549900;4549950;3266050;62;11;9;19;12;12
CRS3035RES100mN3266000E4550000;4550050;3266050;144;14;19;38;36;31
CRS3035RES100mN3266000E4550100;4550150;3266050;206;30;19;52;41;58
CRS3035RES100mN3266000E4550200;4550250;3266050;108;15;15;26;29;21
CRS3035RES100mN3266000E4550300;4550350;3266050;131;27;11;44;26;20
CRS3035RES100mN3266000E4550400;4550450;3266050;139;41;19;39;21;16
CRS3035RES100mN3266000E4550500;4550550;3266050;248;34;32;83;49;51
CRS3035RES100mN3266000E4550600;4550650;3266050;162;25;21;65;27;24
CRS3035RES100mN3266000E4550700;4550750;3266050;291;53;73;84;55;32
CRS3035RES100mN3266000E4550800;4550850;3266050;191;26;33;64;39;32
CRS3035RES100mN3266000E4550900;4550950;3266050;103;11;25;30;21;17
CRS3035RES100mN3266000E4552600;4552650;3266050;68;19;18;15;12;5
CRS3035RES100mN3266000E4552700;4552750;3266050;5;–;–;–;5;–
CRS3035RES100mN3266000E4552900;4552950;3266050;4;–;–;–;–;–
CRS3035RES100mN3266000E4554100;4554150;3266050;51;6;15;15;7;13
CRS3035RES100mN3266000E4554200;4554250;3266050;233;44;31;68;40;49
CRS3035RES100mN3266000E4554300;4554350;3266050;94;17;7;27;16;25
CRS3035RES100mN3266000E4554500;4554550;3266050;92;11;14;27;21;20
CRS3035RES100mN3266000E4554600;4554650;3266050;174;47;36;58;27;17
CRS3035RES100mN3266000E4554700;4554750;3266050;192;12;21;60;42;56
CRS3035RES100mN3266000E4555000;4555050;3266050;8;–;–;5;–;–
CRS3035RES100mN3266000E4555100;4555150;3266050;129;44;8;49;21;9
CRS3035RES100mN3266000E4555200;4555250;3266050;60;22;8;24;6;3
CRS3035RES100mN3266000E4555500;4555550;3266050;85;23;15;23;12;9
CRS3035RES100mN3266000E4555600;4555650;3266050;150;19;15;26;45;50
CRS3035RES100mN3266000E4555700;4555750;3266050;103;22;13;17;21;30
CRS3035RES100mN3266000E4555800;4555850;3266050;386;146;90;128;15;3
CRS3035RES100mN3266000E4556800;4556850;3266050;9;3;–;3;4;–
CRS3035RES100mN3266000E4557300;4557350;3266050;50;3;10;6;22;8
CRS3035RES100mN3266000E4557400;4557450;3266050;44;9;9;11;10;6
CRS3035RES100mN3266000E4557500;4557550;3266050;21;–;3;–;3;9
CRS3035RES100mN3266000E4559100;4559150;3266050;49;6;3;7;12;22
CRS3035RES100mN3266000E4559200;4559250;3266050;48;7;–;14;13;12
CRS3035RES100mN3266000E4559300;4559350;3266050;140;18;8;22;41;56
CRS3035RES100mN3266000E4559400;4559450;3266050;47;7;3;10;4;24
CRS3035RES100mN3266000E4559500;4559550;3266050;238;36;72;73;33;27
CRS3035RES100mN3266000E4559600;4559650;3266050;99;13;18;32;22;14
CRS3035RES100mN3266000E4560000;4560050;3266050;92;7;9;17;18;36
CRS3035RES100mN3266000E4560100;4560150;3266050;72;18;5;14;17;16
CRS3035RES100mN3266000E4560200;4560250;3266050;55;11;4;13;10;17
CRS3035RES100mN3266000E4560300;4560350;3266050;82;8;22;15;14;25
CRS3035RES100mN3266000E4560400;4560450;3266050;104;20;15;25;23;20
CRS3035RES100mN3266000E4560500;4560550;3266050;114;4;19;17;18;59
CRS3035RES100mN3266000E4560600;4560650;3266050;169;20;21;36;34;55
CRS3035RES100mN3266000E4560700;4560750;3266050;118;20;20;41;24;18
CRS3035RES100mN3266000E4561000;4561050;3266050;15;7;3;5;5;–
CRS3035RES100mN3266000E4561100;4561150;3266050;31;7;–;5;6;14
CRS3035RES100mN3266000E4561200;4561250;3266050;130;31;5;25;33;34
CRS3035RES100mN3266000E4561300;4561350;3266050;41;9;3;10;12;9
CRS3035RES100mN3266000E4561400;4561450;3266050;103;19;14;24;14;35
CRS3035RES100mN3266000E4561500;4561550;3266050;64;7;12;10;18;21
CRS3035RES100mN3266000E4561600;4561650;3266050;83;3;15;19;22;22
CRS3035RES100mN3266000E4561700;4561750;3266050;158;29;12;35;23;50
CRS3035RES100mN3266000E4561800;4561850;3266050;164;39;13;47;27;40
CRS3035RES100mN3266000E4562600;4562650;3266050;25;7;7;8;–;–
CRS3035RES100mN3266000E4562900;4562950;3266050;8;3;–;–;3;–
CRS3035RES100mN3266000E4563000;4563050;3266050;22;–;3;3;6;5
CRS3035RES100mN3266000E4563100;4563150;3266050;32;11;5;16;3;3
CRS3035RES100mN3266000E4563200;4563250;3266050;208;5;62;59;26;61
CRS3035RES100mN3266000E4563400;4563450;3266050;23;3;–;18;3;9
CRS3035RES100mN3266000E4563600;4563650;3266050;48;6;3;21;3;12
CRS3035RES100mN3266000E4563700;4563750;3266050;147;32;16;42;37;13
CRS3035RES100mN3266000E4563800;4563850;3266050;3;–;3;–;3;–
CRS3035RES100mN3266000E4564300;4564350;3266050;3;–;–;–;–;–
CRS3035RES100mN3266000E4564400;4564450;3266050;54;9;8;14;6;17
CRS3035RES100mN3266000E4564500;4564550;3266050;217;18;38;86;44;27
CRS3035RES100mN3266000E4564600;4564650;3266050;101;20;5;42;25;6
CRS3035RES100mN3266000E4564700;4564750;3266050;9;3;–;5;–;–
CRS3035RES100mN3266000E4567000;4567050;3266050;25;7;3;5;5;4
CRS3035RES100mN3266000E4567100;4567150;3266050;74;12;3;7;24;31
CRS3035RES100mN3266000E4567200;4567250;3266050;83;12;7;25;21;19
CRS3035RES100mN3266000E4567300;4567350;3266050;65;17;6;22;6;16
CRS3035RES100mN3266000E4567400;4567450;3266050;16;5;–;–;4;3
CRS3035RES100mN3266000E4567500;4567550;3266050;52;8;4;14;19;6
CRS3035RES100mN3266000E4567600;4567650;3266050;61;9;3;13;13;23
CRS3035RES100mN3266000E4567700;4567750;3266050;193;29;13;51;44;54
CRS3035RES100mN3266000E4567800;4567850;3266050;229;63;9;77;34;46
CRS3035RES100mN3266000E4567900;4567950;3266050;117;22;9;30;22;41
CRS3035RES100mN3266000E4568000;4568050;3266050;30;5;4;7;9;9
CRS3035RES100mN3266000E4568100;4568150;3266050;59;15;5;10;14;10
CRS3035RES100mN3266000E4568200;4568250;3266050;52;12;6;8;11;19
CRS3035RES100mN3266000E4568400;4568450;3266050;7;3;–;–;5;3
CRS3035RES100mN3266000E4568500;4568550;3266050;3;–;–;3;–;–
CRS3035RES100mN3266000E4568600;4568650;3266050;8;–;–;–;6;3
