GITTER_ID_100m;x_mp_100m;y_mp_100m;Insgesamt_Bevoelkerung;Unter18;a18bis29;a30bis49;a50bis64;a65undaelter
CRS3035RES100mN3282600E4541200;4541250;3282650;3;–;–;3;–;–
CRS3035RES100mN3282600E4541300;4541350;3282650;37;8;4;8;10;3
CRS3035RES100mN3282600E4541400;4541450;3282650;16;–;–;4;3;7
CRS3035RES100mN3282600E4541500;4541550;3282650;26;6;–;5;9;4
CRS3035RES100mN3282600E4541600;4541650;3282650;40;8;5;5;14;17
CRS3035RES100mN3282600E4541700;4541750;3282650;19;11;–;9;–;–
CRS3035RES100mN3282600E4543600;4543650;3282650;10;4;–;3;–;3
CRS3035RES100mN3282600E4543700;4543750;3282650;22;–;–;5;6;11
CRS3035RES100mN3282600E4543800;4543850;3282650;36;5;4;6;13;7
CRS3035RES100mN3282600E4543900;4543950;3282650;44;7;4;11;9;11
CRS3035RES100mN3282600E4544000;4544050;3282650;32;3;4;5;7;8
CRS3035RES100mN3282600E4544100;4544150;3282650;29;4;3;7;8;11
CRS3035RES100mN3282600E4544200;4544250;3282650;28;11;–;9;–;8
CRS3035RES100mN3282600E4544300;4544350;3282650;36;8;–;8;6;12
CRS3035RES100mN3282600E4544400;4544450;3282650;22;5;7;5;–;4
CRS3035RES100mN3282600E4544500;4544550;3282650;22;4;3;6;4;–
CRS3035RES100mN3282600E4544600;4544650;3282650;7;–;–;–;–;3
CRS3035RES100mN3282600E4544700;4544750;3282650;26;–;3;6;3;9
CRS3035RES100mN3282600E4545100;4545150;3282650;21;–;5;–;7;4
CRS3035RES100mN3282600E4545200;4545250;3282650;19;6;–;8;–;3
CRS3035RES100mN3282600E4545300;4545350;3282650;43;4;5;8;10;15
CRS3035RES100mN3282600E4545400;4545450;3282650;47;12;–;10;14;12
CRS3035RES100mN3282600E4545500;4545550;3282650;39;4;3;4;10;18
CRS3035RES100mN3282600E4545600;4545650;3282650;58;17;11;12;14;8
CRS3035RES100mN3282600E4545700;4545750;3282650;48;5;13;10;14;5
CRS3035RES100mN3282600E4545800;4545850;3282650;3;–;–;–;3;–
CRS3035RES100mN3282600E4546200;4546250;3282650;27;5;3;11;3;7
CRS3035RES100mN3282600E4546300;4546350;3282650;42;3;8;3;18;11
CRS3035RES100mN3282600E4546400;4546450;3282650;62;8;8;12;14;20
CRS3035RES100mN3282600E4546500;4546550;3282650;30;5;3;9;7;6
CRS3035RES100mN3282600E4546600;4546650;3282650;114;27;15;28;19;25
CRS3035RES100mN3282600E4546700;4546750;3282650;119;24;19;30;20;26
CRS3035RES100mN3282600E4546800;4546850;3282650;31;13;3;6;6;5
CRS3035RES100mN3282600E4547000;4547050;3282650;34;4;11;5;9;11
CRS3035RES100mN3282600E4547100;4547150;3282650;50;5;3;16;11;15
CRS3035RES100mN3282600E4547200;4547250;3282650;27;–;–;14;11;3
CRS3035RES100mN3282600E4547800;4547850;3282650;369;86;46;81;62;91
CRS3035RES100mN3282600E4547900;4547950;3282650;354;92;53;89;49;70
CRS3035RES100mN3282600E4548000;4548050;3282650;223;64;24;56;38;41
CRS3035RES100mN3282600E4548100;4548150;3282650;270;7;15;26;60;165
CRS3035RES100mN3282600E4548200;4548250;3282650;230;14;16;32;62;108
CRS3035RES100mN3282600E4548300;4548350;3282650;127;26;23;22;23;27
CRS3035RES100mN3282600E4548400;4548450;3282650;267;57;28;49;63;71
CRS3035RES100mN3282600E4548500;4548550;3282650;242;61;24;71;36;46
CRS3035RES100mN3282600E4548600;4548650;3282650;177;51;12;54;23;34
CRS3035RES100mN3282600E4548700;4548750;3282650;160;39;30;40;27;25
CRS3035RES100mN3282600E4548800;4548850;3282650;264;74;35;64;44;42
CRS3035RES100mN3282600E4549000;4549050;3282650;6;–;–;–;–;–
CRS3035RES100mN3282600E4549600;4549650;3282650;13;–;–;3;4;4
CRS3035RES100mN3282600E4549700;4549750;3282650;5;3;–;3;–;3
CRS3035RES100mN3282600E4549800;4549850;3282650;6;–;–;–;4;3
CRS3035RES100mN3282600E4552000;4552050;3282650;20;–;3;4;4;10
CRS3035RES100mN3282600E4552100;4552150;3282650;18;3;–;3;4;7
CRS3035RES100mN3282600E4552200;4552250;3282650;6;–;–;–;–;3
CRS3035RES100mN3282600E4552300;4552350;3282650;215;36;18;63;46;47
CRS3035RES100mN3282600E4552500;4552550;3282650;117;31;6;37;17;30
CRS3035RES100mN3282600E4552600;4552650;3282650;36;9;3;7;13;9
CRS3035RES100mN3282600E4552700;4552750;3282650;34;10;–;8;10;5
CRS3035RES100mN3282600E4552800;4552850;3282650;40;3;3;3;13;17
CRS3035RES100mN3282600E4552900;4552950;3282650;117;18;4;27;41;19
CRS3035RES100mN3282600E4553000;4553050;3282650;155;33;19;49;28;32
CRS3035RES100mN3282600E4553100;4553150;3282650;13;–;–;–;3;9
CRS3035RES100mN3282600E4553200;4553250;3282650;29;4;3;6;9;9
CRS3035RES100mN3282600E4553300;4553350;3282650;46;6;9;18;14;3
CRS3035RES100mN3282600E4553400;4553450;3282650;10;–;3;3;–;5
CRS3035RES100mN3282600E4553600;4553650;3282650;29;6;4;7;8;5
CRS3035RES100mN3282600E4553700;4553750;3282650;32;3;3;3;9;14
CRS3035RES100mN3282600E4553800;4553850;3282650;27;–;–;–;12;7
CRS3035RES100mN3282600E4553900;4553950;3282650;34;4;3;8;9;9
CRS3035RES100mN3282600E4554000;4554050;3282650;39;7;–;11;6;4
CRS3035RES100mN3282600E4554100;4554150;3282650;18;–;–;4;5;7
CRS3035RES100mN3282600E4554200;4554250;3282650;9;–;–;3;3;7
CRS3035RES100mN3282600E4554500;4554550;3282650;9;–;–;3;4;3
CRS3035RES100mN3282600E4554600;4554650;3282650;23;4;–;7;3;6
CRS3035RES100mN3282600E4554700;4554750;3282650;28;5;–;3;10;6
CRS3035RES100mN3282600E4554800;4554850;3282650;18;–;3;3;10;5
CRS3035RES100mN3282600E4554900;4554950;3282650;27;3;3;6;–;10
CRS3035RES100mN3282600E4555000;4555050;3282650;4;3;–;3;–;–
CRS3035RES100mN3282600E4555100;4555150;3282650;7;3;–;–;5;–
CRS3035RES100mN3282600E4555200;4555250;3282650;16;3;–;3;4;6
CRS3035RES100mN3282600E4555900;4555950;3282650;14;3;3;4;5;4
CRS3035RES100mN3282600E4556000;4556050;3282650;10;–;–;6;4;–
CRS3035RES100mN3282600E4556100;4556150;3282650;85;11;11;26;17;19
CRS3035RES100mN3282600E4556200;4556250;3282650;26;5;3;7;4;7
CRS3035RES100mN3282600E4556300;4556350;3282650;24;7;–;7;3;10
CRS3035RES100mN3282600E4556400;4556450;3282650;37;5;4;6;7;10
CRS3035RES100mN3282600E4556500;4556550;3282650;23;3;3;–;5;8
CRS3035RES100mN3282600E4556600;4556650;3282650;28;9;–;10;–;6
CRS3035RES100mN3282600E4556700;4556750;3282650;37;5;3;12;10;7
CRS3035RES100mN3282700E4538700;4538750;3282750;16;3;3;5;–;4
CRS3035RES100mN3282700E4538900;4538950;3282750;14;–;–;3;4;6
CRS3035RES100mN3282700E4539000;4539050;3282750;31;–;7;3;13;9
CRS3035RES100mN3282700E4539100;4539150;3282750;7;–;–;–;–;–
CRS3035RES100mN3282700E4539800;4539850;3282750;46;6;6;9;12;12
CRS3035RES100mN3282700E4539900;4539950;3282750;42;7;3;7;16;12
CRS3035RES100mN3282700E4540000;4540050;3282750;45;6;–;9;11;19
CRS3035RES100mN3282700E4540100;4540150;3282750;47;7;11;10;8;13
CRS3035RES100mN3282700E4540200;4540250;3282750;52;12;3;10;11;10
CRS3035RES100mN3282700E4540300;4540350;3282750;49;16;4;11;12;7
CRS3035RES100mN3282700E4540400;4540450;3282750;35;7;4;10;7;8
CRS3035RES100mN3282700E4540500;4540550;3282750;39;14;–;12;3;3
CRS3035RES100mN3282700E4540600;4540650;3282750;21;6;3;3;8;7
CRS3035RES100mN3282700E4540700;4540750;3282750;26;8;4;3;6;13
CRS3035RES100mN3282700E4540800;4540850;3282750;46;11;3;5;9;16
CRS3035RES100mN3282700E4540900;4540950;3282750;49;3;9;11;16;11
CRS3035RES100mN3282700E4541000;4541050;3282750;107;–;3;3;14;93
CRS3035RES100mN3282700E4541100;4541150;3282750;50;7;7;15;12;5
CRS3035RES100mN3282700E4541200;4541250;3282750;74;24;13;13;11;14
CRS3035RES100mN3282700E4541300;4541350;3282750;34;10;3;10;4;10
CRS3035RES100mN3282700E4541400;4541450;3282750;28;5;5;12;3;6
CRS3035RES100mN3282700E4541500;4541550;3282750;5;–;–;–;–;3
CRS3035RES100mN3282700E4543700;4543750;3282750;4;–;–;–;–;–
CRS3035RES100mN3282700E4543800;4543850;3282750;28;7;4;7;3;–
CRS3035RES100mN3282700E4543900;4543950;3282750;48;7;3;4;16;15
CRS3035RES100mN3282700E4544000;4544050;3282750;12;–;–;4;3;3
CRS3035RES100mN3282700E4544100;4544150;3282750;45;7;5;7;19;8
CRS3035RES100mN3282700E4544200;4544250;3282750;32;6;3;8;6;10
CRS3035RES100mN3282700E4544300;4544350;3282750;49;8;5;11;14;16
CRS3035RES100mN3282700E4544400;4544450;3282750;46;6;5;4;15;14
CRS3035RES100mN3282700E4544500;4544550;3282750;27;3;–;–;9;9
CRS3035RES100mN3282700E4544600;4544650;3282750;20;–;3;–;4;8
CRS3035RES100mN3282700E4544700;4544750;3282750;44;5;–;9;–;28
CRS3035RES100mN3282700E4544800;4544850;3282750;34;6;4;4;9;10
CRS3035RES100mN3282700E4545200;4545250;3282750;33;7;4;6;7;11
CRS3035RES100mN3282700E4545300;4545350;3282750;63;12;4;14;20;12
CRS3035RES100mN3282700E4545400;4545450;3282750;55;7;6;9;15;15
CRS3035RES100mN3282700E4545500;4545550;3282750;48;8;3;13;9;16
CRS3035RES100mN3282700E4545600;4545650;3282750;53;11;–;19;19;3
CRS3035RES100mN3282700E4545700;4545750;3282750;13;–;–;6;–;5
CRS3035RES100mN3282700E4545800;4545850;3282750;41;6;9;7;6;6
CRS3035RES100mN3282700E4545900;4545950;3282750;69;17;4;27;15;6
CRS3035RES100mN3282700E4546000;4546050;3282750;19;3;3;9;6;4
CRS3035RES100mN3282700E4546200;4546250;3282750;7;–;3;–;–;–
CRS3035RES100mN3282700E4546300;4546350;3282750;62;5;12;9;21;15
CRS3035RES100mN3282700E4546400;4546450;3282750;81;16;15;11;17;22
CRS3035RES100mN3282700E4546500;4546550;3282750;297;89;31;86;38;55
CRS3035RES100mN3282700E4546600;4546650;3282750;103;29;11;30;23;10
CRS3035RES100mN3282700E4546700;4546750;3282750;174;24;23;55;33;39
CRS3035RES100mN3282700E4546800;4546850;3282750;176;52;17;44;30;30
CRS3035RES100mN3282700E4547000;4547050;3282750;20;3;3;–;6;3
CRS3035RES100mN3282700E4547100;4547150;3282750;35;3;3;4;9;15
CRS3035RES100mN3282700E4547200;4547250;3282750;21;7;–;5;–;7
CRS3035RES100mN3282700E4547600;4547650;3282750;43;6;3;6;12;19
CRS3035RES100mN3282700E4547900;4547950;3282750;275;55;39;73;42;65
CRS3035RES100mN3282700E4548000;4548050;3282750;103;24;18;22;14;30
CRS3035RES100mN3282700E4548100;4548150;3282750;154;7;6;18;31;92
CRS3035RES100mN3282700E4548200;4548250;3282750;200;19;29;30;40;85
CRS3035RES100mN3282700E4548300;4548350;3282750;345;58;51;61;85;95
CRS3035RES100mN3282700E4548400;4548450;3282750;215;27;15;48;44;81
CRS3035RES100mN3282700E4548500;4548550;3282750;161;48;21;41;30;23
CRS3035RES100mN3282700E4548600;4548650;3282750;447;139;70;110;71;64
CRS3035RES100mN3282700E4548700;4548750;3282750;204;64;24;50;31;35
CRS3035RES100mN3282700E4548800;4548850;3282750;3;–;–;–;–;–
CRS3035RES100mN3282700E4549900;4549950;3282750;3;–;–;–;3;–
CRS3035RES100mN3282700E4552300;4552350;3282750;229;52;25;61;42;46
CRS3035RES100mN3282700E4552400;4552450;3282750;223;48;29;71;33;42
CRS3035RES100mN3282700E4552500;4552550;3282750;148;35;19;59;24;15
CRS3035RES100mN3282700E4552600;4552650;3282750;147;45;15;44;27;18
CRS3035RES100mN3282700E4552700;4552750;3282750;14;–;–;3;10;3
CRS3035RES100mN3282700E4552800;4552850;3282750;41;10;3;8;8;13
CRS3035RES100mN3282700E4552900;4552950;3282750;174;28;11;45;35;60
CRS3035RES100mN3282700E4553000;4553050;3282750;211;48;24;74;35;29
CRS3035RES100mN3282700E4553100;4553150;3282750;51;16;6;16;13;6
CRS3035RES100mN3282700E4553200;4553250;3282750;58;5;3;5;29;12
CRS3035RES100mN3282700E4553300;4553350;3282750;49;10;4;19;11;6
CRS3035RES100mN3282700E4553400;4553450;3282750;26;5;3;10;6;3
CRS3035RES100mN3282700E4553700;4553750;3282750;31;3;4;7;4;8
CRS3035RES100mN3282700E4553800;4553850;3282750;25;3;5;3;7;10
CRS3035RES100mN3282700E4553900;4553950;3282750;32;3;4;4;7;10
CRS3035RES100mN3282700E4554000;4554050;3282750;32;3;5;4;9;13
CRS3035RES100mN3282700E4554100;4554150;3282750;19;3;–;3;10;4
CRS3035RES100mN3282700E4554200;4554250;3282750;13;–;–;–;6;4
CRS3035RES100mN3282700E4554300;4554350;3282750;11;–;–;–;–;–
CRS3035RES100mN3282700E4554500;4554550;3282750;9;3;–;3;5;–
CRS3035RES100mN3282700E4554600;4554650;3282750;11;3;3;–;3;–
CRS3035RES100mN3282700E4554700;4554750;3282750;28;4;3;8;3;10
CRS3035RES100mN3282700E4554800;4554850;3282750;23;4;3;6;5;7
CRS3035RES100mN3282700E4554900;4554950;3282750;16;3;3;–;5;7
CRS3035RES100mN3282700E4555000;4555050;3282750;18;5;–;3;8;5
CRS3035RES100mN3282700E4555900;4555950;3282750;10;–;–;3;8;3
CRS3035RES100mN3282700E4556000;4556050;3282750;9;3;–;3;–;3
CRS3035RES100mN3282700E4556200;4556250;3282750;6;–;–;3;3;3
CRS3035RES100mN3282700E4556300;4556350;3282750;26;5;3;4;5;7
CRS3035RES100mN3282700E4556400;4556450;3282750;30;4;–;5;8;14
CRS3035RES100mN3282700E4556500;4556550;3282750;55;10;8;16;15;6
CRS3035RES100mN3282700E4556600;4556650;3282750;91;22;7;29;13;15
CRS3035RES100mN3282700E4556700;4556750;3282750;90;20;7;29;12;17
CRS3035RES100mN3282700E4556800;4556850;3282750;15;3;3;–;4;3
CRS3035RES100mN3282700E4556900;4556950;3282750;6;3;–;–;–;3
CRS3035RES100mN3282700E4557000;4557050;3282750;23;–;3;4;9;3
CRS3035RES100mN3282700E4557100;4557150;3282750;11;–;–;4;3;3
CRS3035RES100mN3282800E4538600;4538650;3282850;15;4;–;6;–;–
CRS3035RES100mN3282800E4538700;4538750;3282850;36;10;3;15;4;3
CRS3035RES100mN3282800E4538800;4538850;3282850;11;–;–;3;–;–
CRS3035RES100mN3282800E4538900;4538950;3282850;29;3;3;7;4;7
CRS3035RES100mN3282800E4539000;4539050;3282850;44;8;3;12;3;16
CRS3035RES100mN3282800E4539100;4539150;3282850;28;4;–;6;8;12
CRS3035RES100mN3282800E4539800;4539850;3282850;28;3;3;–;8;18
CRS3035RES100mN3282800E4539900;4539950;3282850;52;18;4;11;9;10
CRS3035RES100mN3282800E4540000;4540050;3282850;48;5;5;7;13;10
CRS3035RES100mN3282800E4540100;4540150;3282850;70;11;11;14;24;7
CRS3035RES100mN3282800E4540200;4540250;3282850;26;3;–;3;8;14
CRS3035RES100mN3282800E4540300;4540350;3282850;32;10;3;15;5;7
CRS3035RES100mN3282800E4540400;4540450;3282850;30;3;3;7;5;10
CRS3035RES100mN3282800E4540500;4540550;3282850;29;8;3;9;5;13
CRS3035RES100mN3282800E4540600;4540650;3282850;37;4;9;4;11;11
CRS3035RES100mN3282800E4540700;4540750;3282850;26;6;–;8;6;8
CRS3035RES100mN3282800E4540800;4540850;3282850;39;24;3;7;–;4
CRS3035RES100mN3282800E4540900;4540950;3282850;9;3;6;–;–;–
CRS3035RES100mN3282800E4541000;4541050;3282850;14;7;–;3;3;–
CRS3035RES100mN3282800E4541100;4541150;3282850;51;4;4;6;5;35
CRS3035RES100mN3282800E4541200;4541250;3282850;83;11;13;15;21;23
CRS3035RES100mN3282800E4541300;4541350;3282850;25;7;4;4;3;7
CRS3035RES100mN3282800E4543500;4543550;3282850;13;3;–;3;5;3
CRS3035RES100mN3282800E4543600;4543650;3282850;13;3;3;–;5;–
CRS3035RES100mN3282800E4543900;4543950;3282850;30;4;4;4;6;12
CRS3035RES100mN3282800E4544000;4544050;3282850;25;11;–;9;3;12
CRS3035RES100mN3282800E4544100;4544150;3282850;33;4;–;–;9;17
CRS3035RES100mN3282800E4544200;4544250;3282850;34;3;3;9;9;11
CRS3035RES100mN3282800E4544300;4544350;3282850;30;5;–;3;7;13
CRS3035RES100mN3282800E4544400;4544450;3282850;47;10;–;15;10;13
CRS3035RES100mN3282800E4544500;4544550;3282850;33;3;5;9;4;11
CRS3035RES100mN3282800E4544600;4544650;3282850;28;8;3;8;11;3
CRS3035RES100mN3282800E4544700;4544750;3282850;34;–;7;–;9;16
CRS3035RES100mN3282800E4544800;4544850;3282850;41;4;4;6;10;18
CRS3035RES100mN3282800E4544900;4544950;3282850;35;10;5;6;8;7
CRS3035RES100mN3282800E4545000;4545050;3282850;28;7;3;5;4;10
CRS3035RES100mN3282800E4545200;4545250;3282850;11;–;3;–;6;5
CRS3035RES100mN3282800E4545300;4545350;3282850;21;5;5;4;3;4
CRS3035RES100mN3282800E4545400;4545450;3282850;83;3;–;–;7;72
CRS3035RES100mN3282800E4545500;4545550;3282850;25;6;5;4;7;3
CRS3035RES100mN3282800E4545600;4545650;3282850;7;–;–;–;–;–
CRS3035RES100mN3282800E4545800;4545850;3282850;52;8;7;11;7;19
CRS3035RES100mN3282800E4545900;4545950;3282850;56;3;10;17;16;9
CRS3035RES100mN3282800E4546000;4546050;3282850;188;32;30;66;31;23
CRS3035RES100mN3282800E4546100;4546150;3282850;159;25;34;37;29;34
CRS3035RES100mN3282800E4546200;4546250;3282850;83;12;18;16;22;16
CRS3035RES100mN3282800E4546300;4546350;3282850;30;3;3;7;7;7
CRS3035RES100mN3282800E4546400;4546450;3282850;271;52;39;65;47;67
CRS3035RES100mN3282800E4546500;4546550;3282850;186;50;32;34;31;34
CRS3035RES100mN3282800E4546600;4546650;3282850;309;98;56;75;42;34
CRS3035RES100mN3282800E4546700;4546750;3282850;73;22;14;16;9;6
CRS3035RES100mN3282800E4546800;4546850;3282850;263;62;36;76;47;42
CRS3035RES100mN3282800E4546900;4546950;3282850;347;82;42;87;63;71
CRS3035RES100mN3282800E4547100;4547150;3282850;16;3;3;4;3;5
CRS3035RES100mN3282800E4547200;4547250;3282850;36;–;8;7;11;7
CRS3035RES100mN3282800E4547300;4547350;3282850;65;21;–;23;18;11
CRS3035RES100mN3282800E4547400;4547450;3282850;50;13;–;13;16;6
CRS3035RES100mN3282800E4547500;4547550;3282850;8;8;–;6;3;–
CRS3035RES100mN3282800E4547600;4547650;3282850;31;6;5;3;11;7
CRS3035RES100mN3282800E4548300;4548350;3282850;5;–;–;5;3;–
CRS3035RES100mN3282800E4548400;4548450;3282850;48;20;3;21;–;–
CRS3035RES100mN3282800E4548500;4548550;3282850;52;18;3;20;9;3
CRS3035RES100mN3282800E4548600;4548650;3282850;30;8;6;13;8;–
CRS3035RES100mN3282800E4548700;4548750;3282850;3;–;–;–;–;3
CRS3035RES100mN3282800E4552200;4552250;3282850;21;5;–;4;3;5
CRS3035RES100mN3282800E4552300;4552350;3282850;44;17;3;13;9;7
CRS3035RES100mN3282800E4552400;4552450;3282850;88;16;4;35;23;15
CRS3035RES100mN3282800E4552500;4552550;3282850;177;28;28;61;35;31
CRS3035RES100mN3282800E4552600;4552650;3282850;137;25;19;45;20;27
CRS3035RES100mN3282800E4552700;4552750;3282850;25;4;3;3;8;10
CRS3035RES100mN3282800E4552800;4552850;3282850;33;4;3;7;12;7
CRS3035RES100mN3282800E4552900;4552950;3282850;53;8;–;19;16;16
CRS3035RES100mN3282800E4553000;4553050;3282850;203;20;18;33;49;81
CRS3035RES100mN3282800E4553100;4553150;3282850;48;7;7;9;13;18
CRS3035RES100mN3282800E4553200;4553250;3282850;45;12;3;8;14;11
CRS3035RES100mN3282800E4553300;4553350;3282850;80;8;9;18;29;23
CRS3035RES100mN3282800E4553400;4553450;3282850;9;3;–;3;3;–
CRS3035RES100mN3282800E4553600;4553650;3282850;4;–;–;–;3;–
CRS3035RES100mN3282800E4553700;4553750;3282850;32;7;3;13;8;4
CRS3035RES100mN3282800E4553800;4553850;3282850;5;–;–;–;3;–
CRS3035RES100mN3282800E4553900;4553950;3282850;40;3;3;4;23;5
CRS3035RES100mN3282800E4554000;4554050;3282850;34;7;–;8;13;3
CRS3035RES100mN3282800E4554100;4554150;3282850;22;–;–;4;12;3
CRS3035RES100mN3282800E4554200;4554250;3282850;12;–;–;–;3;7
CRS3035RES100mN3282800E4554300;4554350;3282850;5;–;–;–;4;–
CRS3035RES100mN3282800E4554500;4554550;3282850;5;–;–;–;–;–
CRS3035RES100mN3282800E4554600;4554650;3282850;25;4;–;4;9;8
CRS3035RES100mN3282800E4554700;4554750;3282850;27;5;–;9;9;6
CRS3035RES100mN3282800E4554800;4554850;3282850;37;5;4;9;9;4
CRS3035RES100mN3282800E4554900;4554950;3282850;19;–;–;3;9;4
CRS3035RES100mN3282800E4555000;4555050;3282850;17;–;–;3;4;7
CRS3035RES100mN3282800E4555100;4555150;3282850;6;–;–;–;–;6
CRS3035RES100mN3282800E4556200;4556250;3282850;4;–;3;–;–;3
CRS3035RES100mN3282800E4556300;4556350;3282850;3;4;–;3;–;–
CRS3035RES100mN3282800E4556400;4556450;3282850;12;3;–;3;4;4
CRS3035RES100mN3282800E4556500;4556550;3282850;140;22;20;40;32;29
CRS3035RES100mN3282800E4556600;4556650;3282850;53;13;4;20;9;9
CRS3035RES100mN3282800E4556700;4556750;3282850;21;–;3;–;11;6
CRS3035RES100mN3282800E4556800;4556850;3282850;25;5;–;4;8;13
CRS3035RES100mN3282800E4556900;4556950;3282850;30;5;4;4;11;6
CRS3035RES100mN3282800E4557000;4557050;3282850;26;11;–;10;–;4
CRS3035RES100mN3282800E4557100;4557150;3282850;24;8;–;10;6;–
CRS3035RES100mN3282900E4538700;4538750;3282950;20;4;4;4;4;4
CRS3035RES100mN3282900E4538800;4538850;3282950;27;6;–;8;6;7
CRS3035RES100mN3282900E4538900;4538950;3282950;44;10;3;10;11;12
CRS3035RES100mN3282900E4539000;4539050;3282950;31;5;3;10;9;8
CRS3035RES100mN3282900E4539100;4539150;3282950;28;3;3;8;4;11
CRS3035RES100mN3282900E4539800;4539850;3282950;31;7;–;4;4;12
CRS3035RES100mN3282900E4539900;4539950;3282950;28;–;3;7;10;15
CRS3035RES100mN3282900E4540000;4540050;3282950;37;7;5;8;11;7
CRS3035RES100mN3282900E4540100;4540150;3282950;43;7;5;8;13;10
CRS3035RES100mN3282900E4540200;4540250;3282950;42;5;4;6;13;16
CRS3035RES100mN3282900E4540300;4540350;3282950;29;8;5;5;10;5
CRS3035RES100mN3282900E4540400;4540450;3282950;23;–;3;5;6;9
CRS3035RES100mN3282900E4540500;4540550;3282950;15;3;3;3;4;3
CRS3035RES100mN3282900E4540600;4540650;3282950;36;4;6;5;13;11
CRS3035RES100mN3282900E4540700;4540750;3282950;36;9;3;7;10;7
CRS3035RES100mN3282900E4540800;4540850;3282950;24;9;15;6;–;–
CRS3035RES100mN3282900E4540900;4540950;3282950;3;–;–;–;–;–
CRS3035RES100mN3282900E4541000;4541050;3282950;58;11;4;11;10;21
CRS3035RES100mN3282900E4541100;4541150;3282950;59;14;10;10;10;10
CRS3035RES100mN3282900E4541200;4541250;3282950;9;–;–;–;8;3
CRS3035RES100mN3282900E4543600;4543650;3282950;30;3;3;7;5;12
CRS3035RES100mN3282900E4543700;4543750;3282950;14;–;–;–;9;5
CRS3035RES100mN3282900E4543800;4543850;3282950;21;9;–;6;3;7
CRS3035RES100mN3282900E4543900;4543950;3282950;38;4;6;3;10;11
CRS3035RES100mN3282900E4544000;4544050;3282950;61;13;7;12;14;16
CRS3035RES100mN3282900E4544100;4544150;3282950;32;8;3;8;7;6
CRS3035RES100mN3282900E4544200;4544250;3282950;31;4;6;4;16;6
CRS3035RES100mN3282900E4544300;4544350;3282950;38;6;–;5;6;22
CRS3035RES100mN3282900E4544400;4544450;3282950;43;7;–;9;10;16
CRS3035RES100mN3282900E4544500;4544550;3282950;26;3;3;5;8;11
CRS3035RES100mN3282900E4544600;4544650;3282950;31;7;–;6;4;11
CRS3035RES100mN3282900E4544700;4544750;3282950;14;–;–;4;4;12
CRS3035RES100mN3282900E4544800;4544850;3282950;112;13;9;29;28;35
CRS3035RES100mN3282900E4544900;4544950;3282950;30;5;3;5;12;12
CRS3035RES100mN3282900E4545000;4545050;3282950;28;7;–;6;3;10
CRS3035RES100mN3282900E4545100;4545150;3282950;19;5;–;7;–;7
CRS3035RES100mN3282900E4545200;4545250;3282950;3;–;–;–;3;–
CRS3035RES100mN3282900E4545300;4545350;3282950;5;–;–;–;3;–
CRS3035RES100mN3282900E4545400;4545450;3282950;37;4;3;12;13;9
CRS3035RES100mN3282900E4545500;4545550;3282950;43;6;3;11;9;15
CRS3035RES100mN3282900E4545600;4545650;3282950;6;–;–;5;3;3
CRS3035RES100mN3282900E4545800;4545850;3282950;19;3;–;4;5;6
CRS3035RES100mN3282900E4545900;4545950;3282950;194;38;29;58;31;43
CRS3035RES100mN3282900E4546000;4546050;3282950;81;12;11;18;17;23
CRS3035RES100mN3282900E4546100;4546150;3282950;65;17;8;18;14;8
CRS3035RES100mN3282900E4546200;4546250;3282950;59;18;3;13;12;11
CRS3035RES100mN3282900E4546300;4546350;3282950;148;35;15;50;19;27
CRS3035RES100mN3282900E4546400;4546450;3282950;62;15;7;22;6;8
CRS3035RES100mN3282900E4546500;4546550;3282950;408;90;62;107;56;99
CRS3035RES100mN3282900E4546600;4546650;3282950;427;123;53;110;67;74
CRS3035RES100mN3282900E4546700;4546750;3282950;241;68;27;70;31;46
CRS3035RES100mN3282900E4546800;4546850;3282950;263;110;43;65;30;19
CRS3035RES100mN3282900E4546900;4546950;3282950;186;33;27;70;32;22
CRS3035RES100mN3282900E4547100;4547150;3282950;8;–;–;–;3;3
CRS3035RES100mN3282900E4547200;4547250;3282950;7;3;–;3;4;–
CRS3035RES100mN3282900E4547300;4547350;3282950;55;11;9;10;20;10
CRS3035RES100mN3282900E4547400;4547450;3282950;44;16;3;14;7;4
CRS3035RES100mN3282900E4547500;4547550;3282950;11;3;–;4;–;–
CRS3035RES100mN3282900E4547600;4547650;3282950;3;–;–;–;3;–
CRS3035RES100mN3282900E4548400;4548450;3282950;16;5;3;7;3;–
CRS3035RES100mN3282900E4548500;4548550;3282950;45;16;4;21;8;3
CRS3035RES100mN3282900E4548600;4548650;3282950;31;6;5;5;9;–
CRS3035RES100mN3282900E4549000;4549050;3282950;6;7;–;–;–;–
CRS3035RES100mN3282900E4552200;4552250;3282950;56;9;5;15;8;19
CRS3035RES100mN3282900E4552300;4552350;3282950;46;–;–;9;16;18
CRS3035RES100mN3282900E4552400;4552450;3282950;35;4;3;5;16;7
CRS3035RES100mN3282900E4552500;4552550;3282950;124;22;8;39;35;17
CRS3035RES100mN3282900E4552600;4552650;3282950;3;3;–;–;–;–
CRS3035RES100mN3282900E4552700;4552750;3282950;92;28;8;23;20;14
CRS3035RES100mN3282900E4552800;4552850;3282950;29;3;7;8;6;–
CRS3035RES100mN3282900E4552900;4552950;3282950;101;20;11;27;28;15
CRS3035RES100mN3282900E4553000;4553050;3282950;141;28;9;53;24;30
CRS3035RES100mN3282900E4553100;4553150;3282950;97;11;5;28;23;33
